logtick,degree,cmX,setspeed,reserved1,reserved2,reserved3
9997293,127.51687921980493,4.99660441426146,0.0,3.168501138687134,1.608838438987732,2.2255892753601074
9997313,129.8574643660915,4.99660441426146,0.0,3.2366280555725098,1.9324605464935303,2.2664403915405273
9997333,132.91822955738934,4.99660441426146,0.0,3.1179046630859375,2.088404893875122,2.3198609352111816
9997353,136.60915228807204,4.99660441426146,0.0,2.9904539585113525,3.146331310272217,2.384279489517212
9997373,140.93023255813955,4.99660441426146,0.0,3.0941309928894043,3.532309055328369,2.4596967697143555
9997393,145.5213803450863,4.99660441426146,0.0,3.026252508163452,4.674300193786621,2.539827346801758
9997413,151.1027756939235,4.99660441426146,0.0,2.930359363555908,4.713695049285889,2.6372411251068115
9997433,156.77419354838707,4.99660441426146,0.0,2.7456765174865723,4.751976013183594,2.7362260818481445
9997453,162.89572393098274,4.99660441426146,0.0,2.726541757583618,5.808640480041504,2.843066692352295
9997473,169.1972993248312,4.99660441426146,0.0,2.802502393722534,5.895068645477295,2.953050136566162
9997493,175.6789197299325,4.99660441426146,0.0,2.400580406188965,5.898098468780518,3.066175699234009
9997513,-177.74943735933982,4.99660441426146,0.0,2.8375909328460693,6.165955543518066,-3.1023128032684326
9997533,-171.26781695423855,4.99660441426146,0.0,2.5168166160583496,5.923277854919434,-2.989187717437744
9997553,-164.9662415603901,4.99660441426146,0.0,2.8255369663238525,5.1033806800842285,-2.879204273223877
9997573,-158.84471117779444,4.99660441426146,0.0,2.6536247730255127,5.074021339416504,-2.7723631858825684
9997593,-153.08327081770443,4.99660441426146,0.0,2.6111607551574707,4.717564582824707,-2.671807289123535
9997613,-147.68192048012003,4.99660441426146,0.0,2.9217517375946045,4.701150894165039,-2.577535629272461
9997633,-142.82070517629407,4.99660441426146,0.0,3.009711742401123,3.541902542114258,-2.4926917552948
9997653,-138.40960240060014,4.99660441426146,0.0,2.833712100982666,4.207887649536133,-2.415703535079956
9997673,-134.62865716429107,4.99660441426146,0.0,2.968968152999878,3.142261505126953,-2.3497135639190674
9997693,-131.56789197299327,4.99660441426146,0.0,3.0679380893707275,1.9709551334381104,-2.296292781829834
9997713,-129.04726181545385,4.99660441426146,0.0,3.1049914360046387,2.628265857696533,-2.2522995471954346
9997733,-127.33683420855215,4.99660441426146,0.0,3.0086352825164795,1.2237790822982788,-2.222447156906128
9997753,-126.25656414103526,4.99660441426146,0.0,3.005786895751953,0.38990041613578796,-2.2035927772521973
9997773,-125.89647411852962,4.99660441426146,0.0,3.042562961578369,0.012489452958106995,-2.19730806350708
9997793,-126.34658664666166,4.99660441426146,0.0,3.038820743560791,-1.1716556549072266,-2.2051641941070557
9997813,-127.42685671417854,4.99660441426146,0.0,3.0634348392486572,-1.5328502655029297,-2.2240183353424072
9997833,-129.13728432108027,4.99660441426146,0.0,2.9981112480163574,-1.5711312294006348,-2.253870725631714
9997853,-131.65791447861966,4.99660441426146,0.0,2.9985389709472656,-2.7525041103363037,-2.2978641986846924
9997873,-134.7186796699175,4.99660441426146,0.0,2.961613178253174,-3.1043407917022705,-2.3512845039367676
9997893,-138.40960240060014,4.99660441426146,0.0,2.8387279510498047,-3.155000925064087,-2.415703535079956
9997913,-142.73068267066768,4.99660441426146,0.0,2.685638427734375,-4.322560787200928,-2.4911203384399414
9997933,-147.5018754688672,4.99660441426146,0.0,2.8756790161132812,-3.6483664512634277,-2.5743935108184814
9997953,-152.8132033008252,4.99660441426146,0.0,2.803250789642334,-4.713418006896973,-2.667093515396118
9997973,-158.48462115528883,4.99660441426146,0.0,2.6990911960601807,-5.770349979400635,-2.766078472137451
9997993,-164.42610652663166,4.99660441426146,0.0,2.8468308448791504,-5.100371360778809,-2.869777202606201
9998013,-170.63765941485372,4.99660441426146,0.0,2.593245267868042,-5.894721508026123,-2.978188991546631
9998033,-176.93923480870217,4.99660441426146,0.0,2.3918235301971436,-5.894996643066406,-3.088172435760498
9998053,176.66916729182293,4.99660441426146,0.0,2.544079303741455,-6.155946731567383,3.08345890045166
9998073,170.45761440360093,4.99660441426146,0.0,2.5624003410339355,-4.842075824737549,2.9750468730926514
9998093,164.24606151537887,4.99660441426146,0.0,2.4434421062469482,-5.808230400085449,2.8666348457336426
9998113,158.39459864966244,4.99660441426146,0.0,2.6720376014709473,-4.829709053039551,2.764507293701172
9998133,152.8132033008252,4.99660441426146,0.0,2.6592371463775635,-4.713807582855225,2.667093515396118
9998153,147.68192048012003,4.99660441426146,0.0,2.6065969467163086,-4.597625732421875,2.577535629272461
9998173,143.00075018754688,4.99660441426146,0.0,2.731342077255249,-4.323589324951172,2.4958341121673584
9998193,138.85971492873216,4.99660441426146,0.0,2.776719808578491,-3.2575843334198,2.4235591888427734
9998213,135.2588147036759,4.99660441426146,0.0,2.8381173610687256,-3.142209053039551,2.3607118129730225
9998233,132.37809452363092,4.99660441426146,0.0,2.9491841793060303,-1.9620088338851929,2.310433864593506
9998253,130.03750937734435,4.99660441426146,0.0,2.927440643310547,-2.6245901584625244,2.269582509994507
9998273,128.41710427606904,4.99660441426146,0.0,2.930417060852051,-1.533299446105957,2.2413012981414795
9998293,127.51687921980493,4.99660441426146,0.0,2.89877986907959,-1.0922057628631592,2.2255892753601074
9998313,127.33683420855215,4.99660441426146,0.0,2.921473264694214,0.33490288257598877,2.222447156906128
