logtick,degree,cmX,setspeed,reserved1,reserved2,reserved3
15894,178.90086043753627,27.03565365025467,6000.0,0.0017519249813631177,6.366300908666744e-08,3.1224091053009033
15914,179.0825363982741,27.36672325976231,6000.0,0.04897189512848854,0.35049766302108765,3.125579833984375
15934,179.17337437864296,27.69269949066214,6000.0,0.05771157518029213,5.369040081859566e-06,3.1271653175354004
15954,179.26421235901188,28.00339558573854,6000.0,0.028827674686908722,4.5533846559919766e-07,3.1287505626678467
15974,179.3550503393808,28.2937181663837,6000.0,0.014758739620447159,5.848553996656847e-07,3.1303365230560303
15994,179.3550503393808,28.57894736842105,6000.0,0.007469528820365667,1.3719162359595368e-16,3.1303365230560303
16014,179.3550503393808,28.859083191850594,6000.0,0.003897815477102995,3.21815313246846e-26,3.1303365230560303
16034,179.4458883197497,29.154499151103565,6000.0,0.002085555111989379,6.932797003145197e-09,3.1319217681884766
16054,179.53672630011863,29.455008488964346,6000.0,0.0491761639714241,0.711724042892456,3.133507251739502
16074,179.6275642804875,29.765704584040748,6000.0,0.07178450375795364,0.35049766302108765,3.1350924968719482
16094,179.6275642804875,30.06621392190153,6000.0,0.035253580659627914,8.221751057746474e-11,3.1350924968719482
16114,179.6275642804875,30.37181663837012,6000.0,0.017353428527712822,1.9286055254971958e-20,3.1350924968719482
16134,179.7184022608564,30.6723259762309,6000.0,0.008548637852072716,6.932797003145197e-09,3.1366777420043945
16154,179.7184022608564,30.99320882852292,6000.0,0.004234234802424908,1.6262511463496658e-18,3.1366777420043945
16174,179.80924024122533,31.32427843803056,6000.0,0.03541940078139305,5.368958682083758e-06,3.13826322555542
16194,179.90007822159424,31.67062818336163,6000.0,0.017361830919981003,2.1014791684592637e-08,3.1398489475250244
16214,-180.0,32.0169779286927,6000.0,0.008507304824888706,2.5166393413655896e-09,-3.1415927410125732
16234,-179.90916201963108,32.35314091680815,6000.0,0.004173282068222761,2.2878230421241597e-09,-3.140007495880127
16254,-179.90916201963108,32.68421052631579,6000.0,0.002049604896456003,5.366628907030989e-19,-3.140007495880127
16274,-179.8183240392622,33.01018675721562,6000.0,0.0010231491178274155,6.933839280520715e-09,-3.1384220123291016
16294,-179.8183240392622,33.35144312393888,6000.0,0.0005201301537454128,1.6264954748230987e-18,-3.1384220123291016
16314,-179.8183240392622,33.697792869269946,6000.0,0.000273650890449062,3.8153295718130638e-28,-3.1384220123291016
16334,-179.8183240392622,34.03904923599321,6000.0,0.00015287604765035212,8.949756419491783e-38,-3.1384220123291016
16354,-179.90916201963108,34.37011884550085,6000.0,0.005269642919301987,-0.11568163335323334,-3.140007495880127
16374,-180.0,34.69100169779287,6000.0,0.0025868217926472425,-1.0621141195297241,-3.1415927410125732
16394,-180.0,35.011884550084886,6000.0,0.0012675427133217454,-2.491439554663799e-10,-3.1415927410125732
16414,179.90007822159424,35.3276740237691,6000.0,0.04093771427869797,-1.7894079064717516e-05,3.1398489475250244
16434,179.7184022608564,35.63327674023769,6000.0,0.020160920917987823,-0.012597795575857162,3.1366777420043945
16454,179.6275642804875,35.92869269949066,6000.0,0.057535260915756226,-0.35049766302108765,3.1350924968719482
16474,179.53672630011863,36.2037351443124,6000.0,0.02829698473215103,-0.00014937679225113243,3.133507251739502
16494,179.3550503393808,36.478777589134125,6000.0,0.014084869995713234,-0.004156647715717554,3.1303365230560303
16514,179.26421235901188,36.74872665534805,6000.0,0.010842054150998592,-1.7722902612149483e-06,3.1287505626678467
16534,179.17337437864296,37.02886247877759,6000.0,0.005703619681298733,-2.100847495967173e-08,3.1271653175354004
16554,179.0825363982741,37.31918505942275,6000.0,0.003275858471170068,-7.550951530710392e-10,3.125579833984375
16574,179.0825363982741,37.61460101867572,6000.0,0.002086254768073559,-1.7712537363811036e-19,3.125579833984375
16594,179.0825363982741,37.92020373514431,6000.0,0.02818397618830204,0.0027897432446479797,3.125579833984375
16614,179.0825363982741,38.225806451612904,6000.0,0.014291231520473957,6.544001451835868e-13,3.125579833984375
16634,179.0825363982741,38.541595925297116,6000.0,0.00748378736898303,1.5350498628325948e-22,3.125579833984375
16654,179.17337437864296,38.85738539898132,6000.0,0.0040575601160526276,7.550951530710392e-10,3.1271653175354004
16674,179.3550503393808,39.188455008488965,6000.0,0.002317449077963829,0.012601541355252266,3.1303365230560303
16694,179.53672630011863,39.52461799660441,6000.0,0.048951584845781326,0.3506997525691986,3.133507251739502
16714,179.6275642804875,39.86078098471987,6000.0,0.024083396419882774,0.00045265673543326557,3.1350924968719482
16734,179.80924024122533,40.196943972835314,0.0,0.05944199860095978,0.3505505919456482,3.13826322555542
16754,179.6275642804875,40.415959252971135,0.0,0.03437779098749161,-0.11581363528966904,3.1350924968719482
16774,179.17337437864296,40.47707979626485,0.0,0.050750892609357834,-1.0751737356185913,3.1271653175354004
16794,178.62834649642957,40.47707979626485,0.0,0.062102217227220535,-1.1019971370697021,3.117652654647827
16814,178.08331861421613,40.47707979626485,0.0,0.03310183435678482,-1.1009126901626587,3.108140468597412
16834,177.62912871237165,40.47707979626485,0.0,0.0683244988322258,-0.3547569215297699,3.1002132892608643
16854,177.17493881052712,40.47707979626485,0.0,0.08648128062486649,-0.35470443964004517,3.0922861099243164
16874,176.8115868890515,40.47707979626485,0.0,0.05164146050810814,-0.038635119795799255,3.085944175720215
16894,176.4482349675759,40.47707979626485,0.0,0.03783928230404854,-0.1161348894238472,3.0796027183532715
16914,176.1757210264692,40.47707979626485,0.0,0.03176674619317055,-0.11573094874620438,3.0748465061187744
16934,175.99404506573137,40.47707979626485,0.0,0.024613922461867332,-0.004158069379627705,3.0716755390167236
16954,175.8123691049936,40.47707979626485,0.0,0.021691754460334778,-1.0622740983963013,3.068504810333252
16974,175.8123691049936,40.47707979626485,0.0,0.02064673602581024,-2.4918150876018785e-10,3.068504810333252
16994,175.8123691049936,40.47707979626485,0.0,0.02013467624783516,-5.845142551635259e-20,3.068504810333252
17014,175.90320708536245,40.47707979626485,0.0,0.01963759958744049,0.004157251678407192,3.0700902938842773
17034,175.99404506573137,40.47707979626485,0.0,0.018963126465678215,1.6267125829472207e-05,3.0716755390167236
17054,176.26655900683807,40.47707979626485,0.0,0.0652008056640625,0.3505996763706207,3.0764319896698
17074,176.53907294794482,40.47707979626485,0.0,0.039353203028440475,1.0636459589004517,3.081188201904297
17094,176.8115868890515,40.47707979626485,0.0,0.025983667001128197,0.11609983444213867,3.085944175720215
17114,177.17493881052712,40.47707979626485,0.0,0.05129898339509964,1.0662773847579956,3.0922861099243164
17134,177.53829073200274,40.47707979626485,0.0,0.02909707836806774,1.0666065216064453,3.098627805709839
17154,177.90164265347835,40.47707979626485,0.0,0.09906309843063354,0.3519274890422821,3.1049695014953613
17174,178.26499457495396,40.47707979626485,0.0,0.05413796007633209,0.038320381194353104,3.111311197280884
17194,178.7191844767985,40.47707979626485,0.0,0.06702075898647308,0.11707615107297897,3.1192383766174316
17214,179.17337437864296,40.47707979626485,0.0,0.0821523666381836,0.3547569215297699,3.1271653175354004
17234,179.53672630011863,40.47707979626485,0.0,0.044149596244096756,0.012748900800943375,3.133507251739502
17254,-180.0,40.47707979626485,0.0,0.028065621852874756,0.12862083315849304,-3.1415927410125732
17274,-179.6366480785244,40.47707979626485,0.0,0.014270896092057228,0.012651406228542328,-3.1352508068084717
17294,-179.18245817667986,40.47707979626485,0.0,0.055261027067899704,0.35188591480255127,-3.127324104309082
17314,-178.81910625520425,40.47707979626485,0.0,0.061309248208999634,1.0636509656906128,-3.1209821701049805
17334,-178.54659231409755,40.47707979626485,0.0,0.031198600307106972,0.012614062987267971,-3.1162259578704834
17354,-178.27407837299083,40.47707979626485,0.0,0.020557906478643417,0.0013734609819948673,-3.1114697456359863
17374,-178.00156443188413,40.47707979626485,0.0,0.015909787267446518,0.012599502690136433,-3.1067135334014893
17394,-177.81988847114633,40.47707979626485,0.0,0.010420674458146095,0.00014942855341359973,-3.1035423278808594
17414,-177.63821251040852,40.47707979626485,0.0,0.008194760419428349,0.0004527270211838186,-3.1003715991973877
17434,-177.5473745300396,40.47707979626485,0.0,0.007495825178921223,1.9291539388177625e-07,-3.0987863540649414
17454,-177.45653654967072,40.47707979626485,0.0,0.007374226115643978,6.366204274854681e-08,-3.097201108932495
17474,-177.45653654967072,40.47707979626485,0.0,0.007309957407414913,1.4933434051193406e-17,-3.097201108932495
17494,-177.45653654967072,40.47707979626485,0.0,0.007278465200215578,3.50298923492839e-27,-3.097201108932495
17514,-177.5473745300396,40.47707979626485,0.0,0.0070038726553320885,-6.932797003145197e-09,-3.0987863540649414
17534,-177.7290504907774,40.47707979626485,0.0,0.007043087854981422,-0.03817496448755264,-3.101957082748413
17554,-177.81988847114633,40.47707979626485,0.0,0.006663758773356676,-4.9294343625660986e-05,-3.1035423278808594
17574,-178.09240241225302,40.47707979626485,0.0,0.0054381233640015125,-1.0623232126235962,-3.1082990169525146
17594,-178.27407837299083,40.47707979626485,0.0,0.05251171812415123,-0.35056668519973755,-3.1114697456359863
17614,-178.45575433372863,40.47707979626485,0.0,0.022516492754220963,-0.00045298575423657894,-3.114640712738037
17634,-178.72826827483536,40.47707979626485,0.0,0.04540832340717316,-0.012603100389242172,-3.119396924972534
17654,-179.00078221594205,40.47707979626485,0.0,0.02809801511466503,-0.1156805232167244,-3.124152898788452
17674,-179.27329615704878,40.47707979626485,0.0,0.0193314328789711,-0.11571360379457474,-3.1289093494415283
17694,-179.54581009815547,40.47707979626485,0.0,0.014835016801953316,-0.11583106964826584,-3.1336655616760254
17714,-179.8183240392622,40.47707979626485,0.0,0.05494768172502518,-0.3506471514701843,-3.1384220123291016
17734,179.90007822159424,40.47707979626485,0.0,0.026931077241897583,-1.1687942743301392,3.1398489475250244
17754,179.4458883197497,40.37011884550085,-19588.013671875,0.026931077241897583,-1.2165606021881104,3.1319217681884766
17774,177.7199666927405,39.66213921901528,-19521.4140625,0.026931077241897583,-1.9399549961090088,3.1017987728118896
17794,175.17650324241123,38.54668930390493,-19401.78125,0.026931077241897583,-2.7774558067321777,3.0574066638946533
17814,172.26968787060633,37.212224108658745,-19238.9609375,0.026931077241897583,-3.0507094860076904,3.0066730976104736
17834,169.27203451843258,35.78098471986418,-19043.279296875,0.026931077241897583,-2.815622329711914,2.9543545246124268
17854,166.27438116625876,34.288624787775895,-18807.25,0.026931077241897583,-2.8155858516693115,2.9020354747772217
17874,163.54924175519164,32.76061120543294,-18567.955078125,0.026931077241897583,-1.987159252166748,2.8544728755950928
17894,161.00577830486236,31.25297113752122,-18332.04296875,0.026931077241897583,-1.9488880634307861,2.8100812435150146
17914,158.8256667760087,29.750424448217316,-18087.958984375,0.026931077241897583,-1.7010490894317627,2.77203106880188
17934,157.00890716863063,28.263157894736842,-17854.505859375,0.026931077241897583,-1.5853056907653809,2.7403225898742676
17954,155.55549948272818,26.796264855687607,-17636.23828125,0.026931077241897583,-1.230769157409668,2.7149555683135986
17974,154.55628169867026,25.33446519524618,-17442.52734375,0.026931077241897583,-1.1827753782272339,2.6975159645080566
17994,153.9204158360879,23.913412563667233,-17273.73046875,0.026931077241897583,-1.100961446762085,2.686418056488037
18014,153.82957785571904,22.497453310696095,-17134.4140625,0.026931077241897583,-1.5207585590815142e-07,2.6848325729370117
18034,154.37460573793243,21.412563667232597,20403.341796875,0.026931077241897583,1.5423182249069214,2.694345235824585
18054,158.18980091342638,21.58573853989813,20622.001953125,0.026931077241897583,4.353152751922607,2.7609329223632812
18074,163.73091771592948,22.563667232597624,20796.13671875,0.026931077241897583,5.145083427429199,2.8576436042785645
18094,170.08957634175266,23.918505942275043,20880.07421875,0.026931077241897583,5.266302585601807,2.968623161315918
18114,177.17493881052712,25.461799660441425,20857.314453125,0.026931077241897583,6.341752052307129,3.0922861099243164
18134,-175.63977694229266,27.127334465195247,20700.26953125,0.026931077241897583,6.333327293395996,-3.0654923915863037
18154,-168.2819005324115,28.828522920203735,20407.94921875,0.026931077241897583,6.341683387756348,-2.9370734691619873
18174,-161.28737604400595,30.534804753820033,19997.232421875,0.026931077241897583,5.991032123565674,-2.814995765686035
18194,-154.4745275163382,32.25636672325976,19472.791015625,0.026931077241897583,6.22129487991333,-2.696089267730713
18214,-148.2067068708839,33.95246179966044,18715.951171875,1.4631284475326538,4.885919094085693,-2.5866951942443848
18234,-142.3930761272741,35.602716468590835,17856.591796875,3.4491052627563477,4.869154930114746,-2.4852280616760254
18254,-137.39698720698442,37.16638370118846,17053.17578125,4.199234485626221,3.651721954345703,-2.3980298042297363
18274,-133.03676414927708,38.67911714770798,16279.349609375,3.7820098400115967,3.9986796379089355,-2.321929693222046
18294,-129.49408291488987,40.115449915110354,15542.7666015625,3.682889223098755,2.8205208778381348,-2.2600979804992676
18314,-126.76894350382275,41.49066213921901,14840.14453125,3.672020435333252,1.7056565284729004,-2.2125356197357178
18334,-124.77050793570689,42.79456706281834,14171.482421875,3.5683443546295166,1.5854771137237549,-2.1776561737060547
18354,-123.68045217128005,44.011884550084886,13536.8447265625,3.4181723594665527,1.1910123825073242,-2.1586313247680664
18374,-123.49877621054225,45.14770797962649,12934.5234375,3.3964028358459473,-0.32173487544059753,-2.1554603576660156
18394,-124.13464207312458,46.23769100169779,12360.5791015625,3.366182327270508,-2.009655237197876,-2.166558265686035
18414,-125.49721177865811,47.25636672325976,11810.6689453125,3.3936774730682373,-1.585312843322754,-2.1903395652770996
18434,-127.6773233075118,48.21901528013582,11296.548828125,3.3952789306640625,-2.775986433029175,-2.2283897399902344
18454,-130.5841386793167,49.130730050933785,10803.44140625,3.637248992919922,-3.132159948348999,-2.279123306274414
18474,-134.21765789407283,49.98132427843803,10334.94921875,3.6874022483825684,-4.2330217361450195,-2.3425400257110596
18494,-138.57788095178017,50.77079796264856,9891.05859375,3.6541357040405273,-4.362878799438477,-2.418640375137329
18514,-143.57396987206985,51.483870967741936,9471.3388671875,4.171616077423096,-4.7437262535095215,-2.505838632583618
18534,-149.20592465494184,52.15619694397284,9072.654296875,4.253787517547607,-5.822528839111328,-2.6041345596313477
18554,-155.65542126113397,52.6044142614601,-18286.6484375,4.253787517547607,-7.402431488037109,-2.7166998386383057
18574,-164.10335343544196,52.16638370118846,-18638.05859375,4.253787517547607,-7.926968574523926,-2.8641438484191895
18594,-173.91385531528348,51.188455008488965,-18799.73828125,4.253787517547607,-8.32023811340332,-3.0353691577911377
18614,175.53985516388684,49.95076400679117,-18718.998046875,4.253787517547607,-9.499923706054688,3.063748598098755
18634,164.91181146072518,48.57555178268251,-18379.41015625,4.253787517547607,-9.512012481689453,2.8782541751861572
18654,154.55628169867026,47.154499151103565,-17792.41015625,4.253787517547607,-8.410770416259766,2.6975159645080566
18674,144.47326587772199,45.73853989813243,-17010.58984375,7.887420654296875,-9.0321626663208,2.5215342044830322
18694,135.116953899725,44.34804753820034,-16262.2216796875,8.738391876220703,-7.5890936851501465,2.3582358360290527
18714,126.30566980394138,43.00848896434635,-15547.6572265625,10.200004577636719,-6.863329887390137,2.2044498920440674
18734,118.221089551109,41.730050933786075,-14867.314453125,10.870142936706543,-6.696822166442871,2.063347339630127
18754,111.13572708233454,40.502546689303905,-14218.0166015625,10.4346284866333,-5.241270065307617,1.9396843910217285
18774,104.95874441724914,39.35144312393888,-13601.23046875,9.537413597106934,-4.760468482971191,1.8318758010864258
18794,99.59930357548387,38.241086587436335,-13012.9853515625,9.645998001098633,-3.9275715351104736,1.7383358478546143
18814,95.0574045570387,37.1918505942275,-12448.4521484375,9.224250793457031,-4.263349533081055,1.659064769744873
18834,91.42388534228257,36.188455008488965,-11919.359375,8.811392784118652,-3.132694959640503,1.5956478118896484
18854,88.78958391158437,35.225806451612904,-11410.8984375,8.315877914428711,-2.6608200073242188,1.5496705770492554
