logtick,degree,cmX,setspeed,reserved1,reserved2,reserved3
37957,-175.31882970742686,0.0652815694241653,0.0,0.03428560495376587,0.01248408854007721,-3.0598909854888916,40.0
37977,-175.22880720180046,0.0652815694241653,0.0,0.0288050789386034,0.00044863997027277946,-3.0583198070526123,40.0
37997,-175.22880720180046,0.0652815694241653,0.0,0.026289772242307663,1.0523910031184219e-13,-3.0583198070526123,40.0
38017,-175.31882970742686,0.0652815694241653,0.0,0.025200797244906425,-0.0013595150085166097,-3.0598909854888916,40.0
38037,-175.40885221305325,0.0652815694241653,0.0,0.03783147409558296,-5.320516265783226e-06,-3.061462163925171,40.0
38057,-175.6789197299325,0.0652815694241653,0.0,0.04228610172867775,-0.11467140167951584,-3.066175699234009,40.0
38077,-175.9489872468117,0.0652815694241653,0.0,0.05508214607834816,-0.347836434841156,-3.0708892345428467,40.0
38097,-176.21905476369093,0.0652815694241653,0.0,0.02704172395169735,-0.012502102181315422,-3.0756030082702637,40.0
38117,-176.66916729182296,0.0652815694241653,0.0,0.017052175477147102,-1.0569844245910645,-3.08345890045166,40.0
38137,-177.11927981995498,0.0652815694241653,0.0,0.02376750484108925,-1.065481185913086,-3.0913147926330566,40.0
38157,-177.56939234808704,0.0652815694241653,0.0,0.05177292227745056,-0.35170915722846985,-3.099170684814453,40.0
38177,-178.01950487621906,0.0652815694241653,0.0,0.03794748708605766,-0.03920119255781174,-3.1070265769958496,40.0
38197,-178.5596399099775,0.0652815694241653,0.0,0.03395802155137062,-0.03923927992582321,-3.1164536476135254,40.0
38217,-179.18979744936235,0.0652815694241653,0.0,0.042886264622211456,-2.2217462062835693,-3.1274523735046387,40.0
38237,-179.7299324831208,0.0652815694241653,0.0,0.05825663357973099,-0.3603874444961548,-3.1368792057037354,40.0
38257,179.72993248312076,0.0652815694241653,0.0,0.019276270642876625,-0.1189068853855133,3.1368792057037354,40.0
38277,179.09977494373595,0.0652815694241653,0.0,0.03701402246952057,-1.0920828580856323,3.1258809566497803,40.0
38297,178.55963990997748,0.0652815694241653,0.0,0.03750033304095268,-1.0908313989639282,3.1164536476135254,40.0
38317,178.01950487621906,0.0652815694241653,0.0,0.015605669468641281,-1.0909910202026367,3.1070265769958496,40.0
38337,177.56939234808704,0.0652815694241653,0.0,0.04680781811475754,-0.35150399804115295,3.099170684814453,40.0
38357,177.119279819955,0.0652815694241653,0.0,0.04109968617558479,-0.11601392924785614,3.0913147926330566,40.0
38377,176.66916729182293,0.0652815694241653,0.0,0.018458504229784012,-1.0566984415054321,3.08345890045166,40.0
38397,176.30907726931736,0.0652815694241653,0.0,0.03516107425093651,-1.0539056062698364,3.077174186706543,40.0
38417,176.03900975243812,0.0652815694241653,0.0,0.049454398453235626,-0.3486962914466858,3.072460651397705,40.0
38437,175.76894223555888,0.0652815694241653,0.0,0.03596673533320427,-1.0528980493545532,3.067746639251709,40.0
38457,175.5888972243061,0.0652815694241653,0.0,0.05426030606031418,-0.34744200110435486,3.0646042823791504,40.0
38477,175.49887471867964,0.0652815694241653,0.0,0.032929982990026474,-0.012482172809541225,3.06303334236145,40.0
38497,175.49887471867964,0.0652815694241653,0.0,0.024413540959358215,-9.662360972093054e-13,3.06303334236145,40.0
38517,175.49887471867964,0.0652815694241653,0.0,0.023282404989004135,-6.868287522155123e-22,3.06303334236145,40.0
38537,175.5888972243061,0.0652815694241653,0.0,0.02233583852648735,1.612032974662725e-05,3.0646042823791504,40.0
38557,175.76894223555888,0.0652815694241653,0.0,0.021419884636998177,0.037824828177690506,3.067746639251709,40.0
38577,175.94898724681173,0.0652815694241653,0.0,0.03906366229057312,0.0013597062788903713,3.0708892345428467,40.0
38597,176.30907726931736,0.0652815694241653,0.0,0.04301329329609871,1.0540509223937988,3.077174186706543,40.0
38617,176.57914478619654,0.0652815694241653,0.0,0.021364275366067886,1.0650317668914795,3.0818874835968018,40.0
38637,176.93923480870217,0.0652815694241653,0.0,0.015733584761619568,0.03828664869070053,3.088172435760498,40.0
38657,177.3893473368342,0.0652815694241653,0.0,0.01518943626433611,0.11508538573980331,3.0960283279418945,40.0
38677,177.83945986496622,0.0652815694241653,0.0,0.03148701414465904,0.11603111773729324,3.103884220123291,40.0
38697,178.3795948987247,0.0652815694241653,0.0,0.06456605345010757,0.36007586121559143,3.113311529159546,40.0
38717,178.82970742685671,0.0652815694241653,0.0,0.03867274150252342,0.0392126739025116,3.1211674213409424,40.0
38737,179.36984246061513,0.0652815694241653,0.0,0.044510722160339355,0.11604665964841843,3.130594491958618,40.0
38757,179.9099774943736,0.0652815694241653,0.0,0.015906641259789467,0.11889013648033142,3.140021324157715,40.0
38777,-179.54988747186798,0.0652815694241653,0.0,0.03317608684301376,0.35160505771636963,-3.1337368488311768,40.0
38797,-179.00975243810953,0.0652815694241653,0.0,0.05316346511244774,0.3600796163082123,-3.124309539794922,40.0
38817,-178.5596399099775,0.0652815694241653,0.0,0.049887433648109436,1.4042401313781738,-3.1164536476135254,40.0
38837,-178.01950487621906,0.0652815694241653,0.0,0.027177011594176292,1.0653252601623535,-3.1070265769958496,40.0
38857,-177.56939234808704,0.0652815694241653,0.0,0.022481223568320274,1.0651636123657227,-3.099170684814453,40.0
38877,-177.2093023255814,0.0652815694241653,0.0,0.03781674802303314,0.11510919779539108,-3.092885971069336,40.0
38897,-176.84921230307577,0.0652815694241653,0.0,0.021956555545330048,0.11480507999658585,-3.0866010189056396,40.0
38917,-176.57914478619654,0.0652815694241653,0.0,0.04962334781885147,0.0013650477631017566,-3.0818874835968018,40.0
38937,-176.30907726931733,0.0652815694241653,0.0,0.024614034220576286,0.004120873752981424,-3.077174186706543,40.0
38957,-176.1290322580645,0.0652815694241653,0.0,0.018611673265695572,4.8866575525607914e-05,-3.0740315914154053,40.0
38977,-175.9489872468117,0.0652815694241653,0.0,0.03799464553594589,0.004120369907468557,-3.0708892345428467,40.0
