logtick,degree,cmX,setspeed,reserved1,reserved2,reserved3
3679734,168.0270067516879,-4.748317567138592,-4860.08203125,4.691628456115723,-7.728630065917969,2.932624578475952,40.0
3679754,159.8349587396849,-4.748317567138592,-4860.08203125,4.564190864562988,-6.674671649932861,2.7896463871002197,40.0
3679774,152.27306826706678,-4.748317567138592,-4860.08203125,4.7142157554626465,-6.412463188171387,2.6576664447784424,40.0
3679794,144.351087771943,-4.748317567138592,-4860.08203125,5.002966403961182,-6.286218643188477,2.519401788711548,40.0
3679814,137.32933233308324,-4.748317567138592,-4860.08203125,4.550683975219727,-5.935968399047852,2.3968491554260254,40.0
3679834,130.847711927982,-4.748317567138592,-4860.08203125,4.877340793609619,-5.894886016845703,2.2837235927581787,40.0
3679854,125.08627156789197,-4.748317567138592,-4860.08203125,4.8775248527526855,-4.726000785827637,2.1831674575805664,40.0
3679874,120.0450112528132,-4.748317567138592,-4860.08203125,5.163450717926025,-3.622673511505127,2.0951807498931885,40.0
3679894,115.72393098274569,-4.748317567138592,-4860.08203125,5.182257652282715,-3.1816139221191406,2.019763708114624,40.0
3679914,112.12303075768943,-4.748317567138592,-4860.08203125,5.265532493591309,-3.129946708679199,1.956916093826294,40.0
3679934,109.42235558889723,-4.748317567138592,-4860.08203125,5.23164176940918,-1.932506799697876,1.9097803831100464,40.0
3679954,107.44186046511629,-4.748317567138592,-4860.08203125,5.28025484085083,-1.5711073875427246,1.8752143383026123,40.0
3679974,106.3615903975994,-4.748317567138592,-4860.08203125,5.318215370178223,-0.38982775807380676,1.8563600778579712,40.0
3679994,106.09152288072016,-4.748317567138592,-4860.08203125,5.314416885375977,-1.61894549819408e-05,1.8516464233398438,40.0
3680014,106.63165791447864,-4.748317567138592,-4860.08203125,5.336660861968994,0.38951727747917175,1.861073613166809,40.0
3680034,107.98199549887471,-4.748317567138592,-4860.08203125,5.297458171844482,1.4564918279647827,1.884641408920288,40.0
3680054,110.23255813953489,-4.748317567138592,-4860.08203125,5.269500732421875,2.742748737335205,1.9239212274551392,40.0
3680074,113.20330082520633,-4.748317567138592,-4860.08203125,5.291391849517822,3.104123115539551,1.975770354270935,40.0
3680094,116.98424606151536,-4.748317567138592,-4860.08203125,5.398589611053467,3.491103172302246,2.041760206222534,40.0
3680114,121.48537134283572,-4.748317567138592,-4860.08203125,5.169389724731445,3.621541976928711,2.1203198432922363,40.0
3680134,126.79669917479367,-4.748317567138592,-4860.08203125,5.0288214683532715,4.81982421875,2.213020086288452,40.0
3680154,132.73818454613655,-4.748317567138592,-4860.08203125,4.86237907409668,5.885488510131836,2.316718578338623,40.0
3680174,139.30982745686424,-4.748317567138592,-4860.08203125,4.982368469238281,6.2464704513549805,2.431415319442749,40.0
3680194,146.42160540135035,-4.748317567138592,-4860.08203125,4.99616003036499,6.632101058959961,2.555539131164551,40.0
3680214,153.98349587396848,-4.748317567138592,-4860.08203125,4.468658924102783,7.3500871658325195,2.687519073486328,40.0
3680234,161.9054763690923,-4.748317567138592,-4860.08203125,4.19704532623291,7.3798723220825195,2.8257837295532227,40.0
3680254,170.0975243810953,-4.748317567138592,-4860.08203125,4.132871627807617,7.469165802001953,2.968761920928955,40.0
3680274,178.3795948987247,-4.748317567138592,-4860.08203125,4.144890785217285,6.684454917907715,3.113311529159546,40.0
3680294,-173.69842460615155,-4.748317567138592,-4860.08203125,4.067224979400635,6.68398380279541,-3.031609535217285,40.0
3680314,-165.0562640660165,-4.748317567138592,-4860.08203125,4.367298126220703,6.674739837646484,-2.880775213241577,40.0
3680334,-157.0442610652663,-4.748317567138592,-4860.08203125,4.945931911468506,6.646102428436279,-2.7409396171569824,40.0
3680354,-149.39234808702176,-4.748317567138592,-4860.08203125,4.835386753082275,7.338627338409424,-2.607388496398926,40.0
3680374,-142.28057014253562,-4.748317567138592,-4860.08203125,4.628478050231934,6.170112609863281,-2.483264446258545,40.0
3680394,-135.97899474868717,-4.748317567138592,-4860.08203125,4.427584648132324,5.113232135772705,-2.373281240463257,40.0
3680414,-129.5873968492123,-4.748317567138592,-4860.08203125,4.908490180969238,5.065136432647705,-2.2617268562316895,40.0
3680434,-124.27606901725431,-4.748317567138592,-4860.08203125,4.778082847595215,4.36600923538208,-2.1690266132354736,40.0
3680454,-119.59489872468117,-4.748317567138592,-4860.08203125,4.725512981414795,4.237514495849609,-2.087324857711792,40.0
3680474,-115.72393098274569,-4.748317567138592,-4860.08203125,4.838318824768066,3.1423845291137695,-2.019763708114624,40.0
3680494,-112.57314328582146,-4.748317567138592,-4860.08203125,4.974141597747803,2.7811832427978516,-1.9647719860076904,40.0
3680514,-110.3225806451613,-4.748317567138592,-4860.08203125,4.950371742248535,1.5752434730529785,-1.9254924058914185,40.0
3680534,-108.79219804951238,-4.748317567138592,-4860.08203125,5.0340776443481445,1.2111588716506958,-1.8987821340560913,40.0
3680554,-108.16204051012753,-4.748317567138592,-4860.08203125,5.046006679534912,0.012648890726268291,-1.8877837657928467,40.0
3680574,-108.25206301575393,-4.748317567138592,-4860.08203125,5.107142448425293,-0.3487469255924225,-1.889354944229126,40.0
3680594,-109.24231057764442,-4.748317567138592,-4860.08203125,5.100956916809082,-1.452201008796692,-1.9066380262374878,40.0
3680614,-110.95273818454613,-4.748317567138592,-4860.08203125,5.003195285797119,-1.5752670764923096,-1.936490535736084,40.0
3680634,-113.56339084771193,-4.748317567138592,-4860.08203125,4.959620952606201,-2.75565242767334,-1.9820551872253418,40.0
3680654,-116.89422355588897,-4.748317567138592,-4860.08203125,4.970857620239258,-3.142200231552124,-2.040189027786255,40.0
3680674,-121.03525881470367,-4.748317567138592,-4860.08203125,4.889482498168945,-4.313958644866943,-2.1124637126922607,40.0
3680694,-125.89647411852962,-4.748317567138592,-4860.08203125,4.956791877746582,-4.709477424621582,-2.19730806350708,40.0
3680714,-131.38784696174042,-4.748317567138592,-4860.08203125,4.726784706115723,-4.828235626220703,-2.2931506633758545,40.0
3680734,-137.59939984996248,-4.748317567138592,-4860.08203125,4.664487838745117,-6.155989646911621,-2.401562452316284,40.0
3680754,-144.35108777194299,-4.748317567138592,-4860.08203125,4.566140174865723,-6.283388614654541,-2.519401788711548,40.0
3680774,-151.55288822205551,-4.748317567138592,-4860.08203125,4.52890682220459,-6.399499893188477,-2.645097017288208,40.0
3680794,-159.20480120030007,-4.748317567138592,-4860.08203125,4.498672008514404,-7.375848770141602,-2.7786481380462646,40.0
3680814,-166.76669167291823,-4.748317567138592,-4860.08203125,4.1999359130859375,-7.465989112854004,-2.910627841949463,40.0
3680834,-175.22880720180046,-4.748317567138592,-4860.08203125,4.360522747039795,-6.674829959869385,-3.0583198070526123,40.0
3680854,176.48912228057014,-4.748317567138592,-4860.08203125,4.325355529785156,-7.727248191833496,3.0803165435791016,40.0
3680874,168.38709677419354,-4.748317567138592,-4860.08203125,4.3516435623168945,-6.674718856811523,2.9389092922210693,40.0
3680894,160.37509377344338,-4.748317567138592,-4860.08203125,4.085124969482422,-7.379667282104492,2.7990734577178955,40.0
3680914,152.7231807951988,-4.748317567138592,-4860.08203125,4.450918674468994,-6.399969100952148,2.665522336959839,40.0
3680934,145.43135783945985,-4.748317567138592,-4860.08203125,4.510725975036621,-6.284771919250488,2.5382559299468994,40.0
3680954,138.67966991747937,-4.748317567138592,-4860.08203125,4.665019989013672,-5.192979335784912,2.420416831970215,40.0
3680974,132.46811702925731,-4.748317567138592,-4860.08203125,4.521963119506836,-4.832423210144043,2.312005043029785,40.0
3680994,126.88672168042012,-4.748317567138592,-4860.08203125,4.753542423248291,-4.625762939453125,2.2145910263061523,40.0
3681014,121.93548387096774,-4.748317567138592,-4860.08203125,4.7815022468566895,-4.35323429107666,2.128175735473633,40.0
3681034,117.79444861215302,-4.748317567138592,-4860.08203125,4.843745708465576,-3.2574615478515625,2.055901050567627,40.0
3681054,114.463615903976,-4.748317567138592,-4860.08203125,4.955896854400635,-2.05169415473938,1.9977669715881348,40.0
3681074,111.8529632408102,-4.748317567138592,-4860.08203125,4.942803859710693,-1.610464096069336,1.952202558517456,40.0
3681094,110.05251312828204,-4.748317567138592,-4860.08203125,4.9782633781433105,-0.5184966921806335,1.920778751373291,40.0
3681114,109.0622655663916,-4.748317567138592,-4860.08203125,4.971461296081543,-0.12865540385246277,1.9034956693649292,40.0
3681134,108.88222055513876,-4.748317567138592,-4860.08203125,4.978893756866455,0.03738180175423622,1.9003533124923706,40.0
3681154,109.51237809452363,-4.748317567138592,-4860.08203125,4.961155891418457,1.1812214851379395,1.9113515615463257,40.0
3681174,110.95273818454615,-4.748317567138592,-4860.08203125,4.945542335510254,1.570702314376831,1.936490535736084,40.0
3681194,113.20330082520633,-4.748317567138592,-4860.08203125,5.009444236755371,1.9577211141586304,1.975770354270935,40.0
3681214,116.2640660165041,-4.748317567138592,-4860.08203125,4.902096748352051,3.1298828125,2.029191017150879,40.0
3681234,120.0450112528132,-4.748317567138592,-4860.08203125,4.902408123016357,3.2583556175231934,2.0951807498931885,40.0
3681254,124.63615903975995,-4.748317567138592,-4860.08203125,4.834379196166992,4.594433784484863,2.17531156539917,40.0
3681274,129.8574643660915,-4.748317567138592,-4860.08203125,4.71553897857666,4.713587760925293,2.2664403915405273,40.0
3681294,135.70892723180793,-4.748317567138592,-4860.08203125,4.438366413116455,4.84097957611084,2.36856746673584,40.0
3681314,142.19054763690923,-4.748317567138592,-4860.08203125,4.627936840057373,5.218935012817383,2.4816932678222656,40.0
3681334,149.21230307576894,-4.748317567138592,-4860.08203125,4.434932231903076,6.284522533416748,2.604245901107788,40.0
3681354,156.5941485371343,-4.748317567138592,-4860.08203125,4.1630330085754395,7.341524124145508,2.733083486557007,40.0
3681374,164.33608402100526,-4.748317567138592,-4860.08203125,3.9759349822998047,7.379544258117676,2.8682057857513428,40.0
3681394,172.25806451612902,-4.748317567138592,-4860.08203125,4.118654251098633,6.674393653869629,3.0064706802368164,40.0
3681414,-179.63990997749437,-4.748317567138592,-4860.08203125,4.000873565673828,7.457034111022949,-3.135307788848877,40.0
3681434,-171.62790697674419,-4.748317567138592,-4860.08203125,4.425345420837402,6.67146110534668,-2.9954721927642822,40.0
3681454,-163.7059264816204,-4.748317567138592,-4860.08203125,4.0718536376953125,6.412353515625,-2.8572075366973877,40.0
3681474,-156.05401350337584,-4.748317567138592,-4860.08203125,4.160954475402832,6.322685718536377,-2.72365665435791,40.0
3681494,-148.76219054763692,-4.748317567138592,-4860.08203125,4.358195781707764,6.284857749938965,-2.5963900089263916,40.0
3681514,-141.92048012003,-4.748317567138592,-4860.08203125,4.211843013763428,6.1685404777526855,-2.476979970932007,40.0
3681534,-135.97899474868717,-4.748317567138592,-4860.08203125,4.354800224304199,5.100399494171143,-2.373281240463257,40.0
3681554,-130.03750937734435,-4.748317567138592,-4860.08203125,4.350780010223389,4.71376371383667,-2.269582509994507,40.0
3681574,-124.99624906226558,-4.748317567138592,-4860.08203125,4.468225955963135,4.35367488861084,-2.181596040725708,40.0
3681594,-120.76519129782446,-4.748317567138592,-4860.08203125,4.494428634643555,3.18070650100708,-2.107750177383423,40.0
3681614,-117.1642910727682,-4.748317567138592,-4860.08203125,4.641235828399658,3.1045262813568115,-2.044902801513672,40.0
3681634,-114.37359339834958,-4.748317567138592,-4860.08203125,4.596131801605225,2.66632342338562,-1.9961957931518555,40.0
3681654,-112.39309827456864,-4.748317567138592,-4860.08203125,4.708622932434082,1.5712507963180542,-1.9616296291351318,40.0
3681674,-111.22280570142536,-4.748317567138592,-4860.08203125,4.746454238891602,1.1813746690750122,-1.941204309463501,40.0
3681694,-110.86271567891973,-4.748317567138592,-4860.08203125,4.779961109161377,0.001364901545457542,-1.9349193572998047,40.0
3681714,-111.31282820705177,-4.748317567138592,-4860.08203125,4.731778621673584,-1.1715048551559448,-1.9427754878997803,40.0
3681734,-112.48312078019505,-4.748317567138592,-4860.08203125,4.710670471191406,-0.5170994997024536,-1.9632009267807007,40.0
3681754,-114.5536384096024,-4.748317567138592,-4860.08203125,4.734091281890869,-1.9226958751678467,-1.999338150024414,40.0
3681774,-117.344336084021,-4.748317567138592,-4860.08203125,4.607215404510498,-2.790395975112915,-2.0480451583862305,40.0
3681794,-120.94523630907727,-4.748317567138592,-4860.08203125,4.7316575050354,-3.4897453784942627,-2.1108925342559814,40.0
3681814,-125.17629407351838,-4.748317567138592,-4860.08203125,4.6127448081970215,-3.532160758972168,-2.1847383975982666,40.0
3681834,-130.21755438859714,-4.748317567138592,-4860.08203125,4.340080261230469,-4.712369441986084,-2.2727253437042236,40.0
3681854,-135.88897224306078,-4.748317567138592,-4860.08203125,4.263143539428711,-5.804664134979248,-2.3717103004455566,40.0
3681874,-142.10052513128284,-4.748317567138592,-4860.08203125,4.379749774932861,-6.156118392944336,-2.4801220893859863,40.0
3681894,-148.8522130532633,-4.748317567138592,-4860.08203125,4.358689785003662,-6.2722344398498535,-2.59796142578125,40.0
3681914,-156.05401350337584,-4.748317567138592,-4860.08203125,4.236548900604248,-6.399548053741455,-2.72365665435791,40.0
3681934,-163.615903975994,-4.748317567138592,-4860.08203125,3.9092414379119873,-7.350076675415039,-2.8556363582611084,40.0
3681954,-170.99774943735935,-4.748317567138592,-4860.08203125,3.942723035812378,-7.3768229484558105,-2.984473943710327,40.0
3681974,-179.27981995498874,-4.748317567138592,-4860.08203125,4.398697853088379,-6.6716179847717285,-3.129023313522339,40.0
3681994,172.7981995498875,-4.748317567138592,-4860.08203125,4.594667434692383,-6.6461286544799805,3.015897512435913,40.0
3682014,164.96624156039007,-4.748317567138592,-4860.08203125,4.318295478820801,-6.6363983154296875,2.879204273223877,40.0
3682034,157.40435108777194,-4.748317567138592,-4860.08203125,4.195435047149658,-6.28874397277832,2.7472243309020996,40.0
3682054,150.47261815453862,-4.748317567138592,-4860.08203125,4.142305850982666,-6.284730911254883,2.6262426376342773,40.0
3682074,143.27081770442612,-4.748317567138592,-4860.08203125,4.197113990783691,-5.9248456954956055,2.500547409057617,40.0
3682094,136.96924231057767,-4.748317567138592,-4860.08203125,4.429980754852295,-5.100296974182129,2.390564203262329,40.0
3682114,131.20780195048764,-4.748317567138592,-4860.08203125,4.558908462524414,-5.060978412628174,2.290008306503296,40.0
3682134,126.16654163540886,-4.748317567138592,-4860.08203125,4.443246364593506,-4.353620529174805,2.202021598815918,40.0
3682154,121.75543885971496,-4.748317567138592,-4860.08203125,4.530208587646484,-4.234303951263428,2.125033378601074,40.0
3682174,118.15453863465865,-4.748317567138592,-4860.08203125,4.5718183517456055,-3.1046390533447266,2.062185764312744,40.0
3682194,115.27381845461366,-4.748317567138592,-4860.08203125,4.723734378814697,-1.961000680923462,2.0119078159332275,40.0
3682214,113.20330082520633,-4.748317567138592,-4860.08203125,4.630411148071289,-1.5711969137191772,1.975770354270935,40.0
3682234,111.8529632408102,-4.748317567138592,-4860.08203125,4.669165134429932,-1.1844727993011475,1.952202558517456,40.0
3682254,111.40285071267817,-4.748317567138592,-4860.08203125,4.697689056396484,-0.0013761372538283467,1.9443466663360596,40.0
3682274,111.67291822955741,-4.748317567138592,-4860.08203125,4.6970343589782715,0.3600459694862366,1.9490602016448975,40.0
3682294,112.75318829707425,-4.748317567138592,-4860.08203125,4.6497087478637695,1.2195948362350464,1.9679144620895386,40.0
3682314,114.5536384096024,-4.748317567138592,-4860.08203125,4.621779441833496,1.6858103275299072,1.999338150024414,40.0
3682334,117.344336084021,-4.748317567138592,-4860.08203125,4.449267864227295,2.78108286857605,2.0480451583862305,40.0
3682354,120.76519129782446,-4.748317567138592,-4860.08203125,4.5188374519348145,3.1423449516296387,2.107750177383423,40.0
3682374,124.90622655663918,-4.748317567138592,-4860.08203125,4.579148769378662,3.532007932662964,2.180025100708008,40.0
3682394,129.7674418604651,-4.748317567138592,-4860.08203125,4.379629135131836,4.67525577545166,2.264869213104248,40.0
3682414,135.2588147036759,-4.748317567138592,-4860.08203125,4.241664409637451,4.751422882080078,2.3607118129730225,40.0
3682434,141.38034508627157,-4.748317567138592,-4860.08203125,4.240725994110107,5.894765377044678,2.467552423477173,40.0
3682454,148.04201050262566,-4.748317567138592,-4860.08203125,4.2128729820251465,6.27222204208374,2.5838205814361572,40.0
3682474,155.06376594148537,-4.748317567138592,-4860.08203125,4.1434102058410645,6.284872531890869,2.706373453140259,40.0
3682494,162.44561140285072,-4.748317567138592,-4860.08203125,3.924391984939575,6.289000511169434,2.8352110385894775,40.0
3682514,170.1875468867217,-4.748317567138592,-4860.08203125,3.73260760307312,7.375850677490234,2.9703330993652344,40.0
3682534,177.92948237059267,-4.748317567138592,-4860.08203125,4.054758548736572,6.645227432250977,3.1054556369781494,40.0
3682554,-174.23855963990997,-4.748317567138592,-4860.08203125,3.85174822807312,7.375753879547119,-3.041036605834961,40.0
3682574,-166.5866466616654,-4.748317567138592,-4860.08203125,3.8032891750335693,6.297852516174316,-2.907485246658325,40.0
3682594,-159.02475618904725,-4.748317567138592,-4860.08203125,4.139831066131592,6.632302284240723,-2.775505542755127,40.0
3682614,-151.91297824456115,-4.748317567138592,-4860.08203125,4.05318021774292,6.2469353675842285,-2.651381731033325,40.0
3682634,-145.16129032258064,-4.748317567138592,-4860.08203125,3.8462626934051514,5.924511909484863,-2.5335423946380615,40.0
3682654,-138.94973743435858,-4.748317567138592,-4860.08203125,3.922739267349243,5.073799133300781,-2.425130605697632,40.0
3682674,-133.27831957989497,-4.748317567138592,-4860.08203125,4.033797264099121,4.7135701179504395,-2.326145648956299,40.0
3682694,-128.2370592648162,-4.748317567138592,-4860.08203125,4.143680095672607,4.353531837463379,-2.238158941268921,40.0
3682714,-123.91597899474868,-4.748317567138592,-4860.08203125,4.1060709953308105,3.2612805366516113,-2.1627418994903564,40.0
3682734,-120.31507876969242,-4.748317567138592,-4860.08203125,4.32029390335083,2.0896692276000977,-2.0998942852020264,40.0
3682754,-117.43435858964742,-4.748317567138592,-4860.08203125,4.473968982696533,1.9330741167068481,-2.0496160984039307,40.0
3682774,-115.27381845461365,-4.748317567138592,-4860.08203125,4.516756534576416,1.57252836227417,-2.0119078159332275,40.0
3682794,-114.01350337584397,-4.748317567138592,-4860.08203125,4.4357194900512695,0.3995797634124756,-1.9899110794067383,40.0
3682814,-113.47336834208552,-4.748317567138592,-4860.08203125,4.422244548797607,0.004170735366642475,-1.980483889579773,40.0
3682834,-113.74343585896474,-4.748317567138592,-4860.08203125,4.419632434844971,-1.09112548828125,-1.98519766330719,40.0
3682854,-114.73368342085521,-4.748317567138592,-4860.08203125,4.430717945098877,-0.5055380463600159,-2.0024805068969727,40.0
3682874,-116.62415603900976,-4.748317567138592,-4860.08203125,4.355257987976074,-2.623870372772217,-2.035475492477417,40.0
3682894,-119.23480870217554,-4.748317567138592,-4860.08203125,4.397545337677002,-3.0138211250305176,-2.081040143966675,40.0
3682914,-122.56564141035258,-4.748317567138592,-4860.08203125,4.3178391456604,-3.1422476768493652,-2.139173984527588,40.0
3682934,-126.61665416354089,-4.748317567138592,-4860.08203125,4.070000648498535,-4.236938953399658,-2.2098774909973145,40.0
3682954,-131.38784696174042,-4.748317567138592,-4860.08203125,4.301129341125488,-4.700591087341309,-2.2931506633758545,40.0
3682974,-136.69917479369843,-4.748317567138592,-4860.08203125,4.093979835510254,-4.713418006896973,-2.385850667953491,40.0
3682994,-142.73068267066768,-4.748317567138592,-4860.08203125,3.9655392169952393,-5.885436058044434,-2.4911203384399414,40.0
3683014,-149.21230307576894,-4.748317567138592,-4860.08203125,3.905726432800293,-6.165637016296387,-2.604245901107788,40.0
3683034,-156.14403600900226,-4.748317567138592,-4860.08203125,4.015989303588867,-6.284669876098633,-2.7252275943756104,40.0
3683054,-163.4358589647412,-4.748317567138592,-4860.08203125,3.8023505210876465,-7.337421417236328,-2.85249400138855,40.0
3683074,-170.90772693173292,-4.748317567138592,-4860.08203125,3.773543357849121,-6.399975776672363,-2.982902765274048,40.0
3683094,-178.5596399099775,-4.748317567138592,-4860.08203125,3.8828728199005127,-6.63616943359375,-3.1164536476135254,40.0
3683114,173.69842460615155,-4.748317567138592,-4860.08203125,3.791624069213867,-7.375800609588623,3.031609535217285,40.0
3683134,166.13653413353336,-4.748317567138592,-4860.08203125,4.182857990264893,-6.633330345153809,2.899629831314087,40.0
3683154,158.75468867216802,-4.748317567138592,-4860.08203125,3.957176923751831,-6.399518966674805,2.770792007446289,40.0
3683174,151.7329332333083,-4.748317567138592,-4860.08203125,3.9279839992523193,-6.170080661773682,2.6482393741607666,40.0
3683194,145.07126781695422,-4.748317567138592,-4860.08203125,3.7474365234375,-5.897981643676758,2.5319714546203613,40.0
3683214,139.2198049512378,-4.748317567138592,-4860.08203125,3.9511821269989014,-5.07405424118042,2.4298439025878906,40.0
3683234,133.36834208552136,-4.748317567138592,-4860.08203125,4.002609729766846,-4.705172538757324,2.327716827392578,40.0
3683254,128.3270817704426,-4.748317567138592,-4860.08203125,4.276888370513916,-4.59450626373291,2.2397303581237793,40.0
3683274,124.09602400600153,-4.748317567138592,-4860.08203125,4.326255798339844,-3.2584142684936523,2.165884256362915,40.0
3683294,120.49512378094522,-4.748317567138592,-4860.08203125,4.396455764770508,-3.130016803741455,2.103036642074585,40.0
3683314,117.70442610652663,-4.748317567138592,-4860.08203125,4.433269023895264,-1.9607203006744385,2.0543298721313477,40.0
3683334,115.63390847711929,-4.748317567138592,-4860.08203125,4.3458075523376465,-1.5712299346923828,2.0181925296783447,40.0
3683354,114.37359339834961,-4.748317567138592,-4860.08203125,4.3668107986450195,-0.3992772400379181,1.9961957931518555,40.0
3683374,113.83345836459114,-4.748317567138592,-4860.08203125,4.426163196563721,-0.34784170985221863,1.9867687225341797,40.0
3683394,114.19354838709677,-4.748317567138592,-4860.08203125,4.39916467666626,1.0919599533081055,1.9930535554885864,40.0
3683414,115.27381845461366,-4.748317567138592,-4860.08203125,4.3954081535339355,1.5328850746154785,2.0119078159332275,40.0
3683434,117.07426856714176,-4.748317567138592,-4860.08203125,4.3225417137146,1.609168529510498,2.0433316230773926,40.0
3683454,119.68492123030757,-4.748317567138592,-4860.08203125,4.240694999694824,2.04721736907959,2.0888960361480713,40.0
3683474,123.10577644411103,-4.748317567138592,-4860.08203125,4.39440393447876,3.400452136993408,2.1486010551452637,40.0
3683494,127.1567891972993,-4.748317567138592,-4860.08203125,4.054417610168457,4.237269401550293,2.2193048000335693,40.0
3683514,131.9279819954989,-4.748317567138592,-4860.08203125,4.257071495056152,4.700587272644043,2.3025777339935303,40.0
3683534,137.23930982745685,-4.748317567138592,-4860.08203125,4.039193630218506,4.713521957397461,2.395277738571167,40.0
3683554,143.18079519879967,-4.748317567138592,-4860.08203125,3.7255306243896484,4.841283798217773,2.498976469039917,40.0
3683574,149.66241560390097,-4.748317567138592,-4860.08203125,3.7243146896362305,5.924467086791992,2.6121020317077637,40.0
3683594,156.5941485371343,-4.748317567138592,-4860.08203125,3.9240915775299072,6.284600257873535,2.733083486557007,40.0
3683614,163.7959489872468,-4.748317567138592,-4860.08203125,3.762451171875,7.337356090545654,2.858778476715088,40.0
3683634,171.17779444861213,-4.748317567138592,-4860.08203125,3.586425304412842,6.322685241699219,2.9876163005828857,40.0
3683654,178.73968492123032,-4.748317567138592,-4860.08203125,3.8199732303619385,6.3996992111206055,3.119596004486084,40.0
3683674,-173.69842460615155,-4.748317567138592,-4860.08203125,4.004509925842285,6.632555961608887,-3.031609535217285,40.0
3683694,-166.22655663915978,-4.748317567138592,-4860.08203125,3.7600667476654053,7.337433815002441,-2.901201009750366,40.0
3683714,-159.02475618904725,-4.748317567138592,-4860.08203125,3.7343802452087402,6.284736156463623,-2.775505542755127,40.0
3683734,-152.18304576144035,-4.748317567138592,-4860.08203125,3.657960891723633,5.933302879333496,-2.656095266342163,40.0
3683754,-145.7014253563391,-4.748317567138592,-4860.08203125,3.979309320449829,5.104550361633301,-2.5429697036743164,40.0
3683774,-139.75993998499627,-4.748317567138592,-4860.08203125,3.86419939994812,4.726373672485352,-2.4392709732055664,40.0
3683794,-134.35858964741186,-4.748317567138592,-4860.08203125,3.927027463912964,3.6606879234313965,-2.3450000286102295,40.0
3683814,-129.4973743435859,-4.748317567138592,-4860.08203125,3.762079954147339,4.326815605163574,-2.26015567779541,40.0
3683834,-125.4463615903976,-4.748317567138592,-4860.08203125,3.9537668228149414,3.1463875770568848,-2.1894521713256836,40.0
3683854,-122.02550637659415,-4.748317567138592,-4860.08203125,3.9706170558929443,2.0771827697753906,-2.129746913909912,40.0
3683874,-119.32483120780195,-4.748317567138592,-4860.08203125,4.149576187133789,1.9315521717071533,-2.082611322402954,40.0
3683894,-117.43435858964742,-4.748317567138592,-4860.08203125,4.165164470672607,1.4567054510116577,-2.0496160984039307,40.0
3683914,-116.26406601650413,-4.748317567138592,-4860.08203125,4.133666038513184,1.0960098505020142,-2.029191017150879,40.0
3683934,-115.9039759939985,-4.748317567138592,-4860.08203125,4.140138626098633,0.0004504613170865923,-2.0229060649871826,40.0
3683954,-116.26406601650413,-4.748317567138592,-4860.08203125,4.128331661224365,-0.12728796899318695,-2.029191017150879,40.0
3683974,-117.52438109527381,-4.748317567138592,-4860.08203125,4.141577243804932,-1.5670121908187866,-2.051187515258789,40.0
3683994,-119.41485371342836,-4.748317567138592,-4860.08203125,4.105052947998047,-1.6862766742706299,-2.0841825008392334,40.0
3684014,-122.11552888222056,-4.748317567138592,-4860.08203125,3.923247814178467,-2.781069755554199,-2.1313180923461914,40.0
3684034,-125.53638409602401,-4.748317567138592,-4860.08203125,3.992295503616333,-3.1424078941345215,-2.191023349761963,40.0
3684054,-129.5873968492123,-4.748317567138592,-4860.08203125,4.067132949829102,-3.5036449432373047,-2.2617268562316895,40.0
3684074,-134.35858964741186,-4.748317567138592,-4860.08203125,3.750744581222534,-4.362141132354736,-2.3450000286102295,40.0
3684094,-139.75993998499627,-4.748317567138592,-4860.08203125,3.843428611755371,-4.828065872192383,-2.4392709732055664,40.0
3684114,-145.7014253563391,-4.748317567138592,-4860.08203125,3.620453119277954,-5.8083391189575195,-2.5429697036743164,40.0
3684134,-152.09302325581396,-4.748317567138592,-4860.08203125,3.5526187419891357,-5.924375534057617,-2.654524087905884,40.0
3684154,-158.93473368342086,-4.748317567138592,-4860.08203125,3.4621775150299072,-6.283402442932129,-2.7739346027374268,40.0
3684174,-166.04651162790697,-4.748317567138592,-4860.08203125,3.5033929347991943,-7.32859468460083,-2.8980584144592285,40.0
3684194,-173.33833458364592,-4.748317567138592,-4860.08203125,3.4838809967041016,-6.322727680206299,-3.025324821472168,40.0
3684214,179.27981995498874,-4.748317567138592,-4860.08203125,3.3846206665039062,-6.288792610168457,3.129023313522339,40.0
3684234,171.807951987997,-4.748317567138592,-4860.08203125,3.6824774742126465,-6.399469375610352,2.998614549636841,40.0
3684254,164.51612903225805,-4.748317567138592,-4860.08203125,3.587129831314087,-6.284984588623047,2.8713481426239014,40.0
3684274,157.58439609902473,-4.748317567138592,-4860.08203125,3.572251796722412,-5.93734073638916,2.750366687774658,40.0
3684294,150.83270817704425,-4.748317567138592,-4860.08203125,3.4581069946289062,-5.924405097961426,2.6325273513793945,40.0
3684314,144.5311327831958,-4.748317567138592,-4860.08203125,3.8157551288604736,-5.100281715393066,2.5225441455841064,40.0
3684334,138.76969242310577,-4.748317567138592,-4860.08203125,3.8264944553375244,-4.713987827301025,2.4219882488250732,40.0
3684354,133.4583645911478,-4.748317567138592,-4860.08203125,3.8572945594787598,-4.701157093048096,2.3292880058288574,40.0
3684374,128.86721680420106,-4.748317567138592,-4860.08203125,3.7017147541046143,-4.314177513122559,2.249157428741455,40.0
3684394,124.99624906226558,-4.748317567138592,-4860.08203125,3.84108304977417,-3.142458438873291,2.181596040725708,40.0
