workspace,direction,force_n,torque_nm,elapsed_s,trial_elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_force_cmd_n,hinge_total_torque_nm,external_disturbance_torque_nm
ros2_pendulum_ws,positive,0.2000,0.080000,20.879,0.061,0.145919,-2.677115,0.111207,0.784800834,0.022948229,0.002546773,-1.175903,7,0.079433389,0.016265221,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,20.930,0.112,0.235402,-2.772122,-0.153262,0.784800387,0.030407971,0.004108534,-1.155171,7,0.126683730,0.012471919,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,20.980,0.162,0.314348,-2.877569,-0.116535,0.784797216,0.027937224,0.005486404,-1.134830,7,-0.032796656,-0.001575926,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.031,0.213,0.386749,-2.988888,-0.052778,0.784793550,0.024946829,0.006750048,-1.114735,7,-0.045773312,-0.003352357,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.082,0.264,0.454530,-3.104887,-0.030182,0.784789777,0.023045638,0.007933049,-1.094961,7,-0.029923870,-0.002811155,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.133,0.315,0.518251,-3.224739,-0.024946,0.784785820,0.021634361,0.009045187,-1.075572,7,-0.020321551,-0.002741911,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.184,0.366,0.578108,-3.347751,-0.021629,0.784781681,0.020343535,0.010089884,-1.056442,7,-0.015968076,-0.003045838,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.235,0.417,0.634294,-3.473293,-0.017606,0.784777415,0.019106521,0.011070513,-1.037774,7,-0.012954727,-0.003410509,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.286,0.468,0.687029,-3.600786,-0.013363,0.784773077,0.017933974,0.011990916,-1.019401,7,-0.010073177,-0.003744574,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.337,0.519,0.736527,-3.729697,-0.009506,0.784768713,0.016833466,0.012854823,-1.001331,7,-0.007288621,-0.004048108,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.388,0.570,0.782993,-3.859538,-0.006015,0.784764358,0.015802259,0.013665807,-0.983555,7,-0.004767527,-0.004333712,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.439,0.621,0.826617,-3.989874,-0.002921,0.784760043,0.014836184,0.014427188,-0.966340,7,-0.002086707,-0.004659279,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.490,0.672,0.867572,-4.120313,-0.000028,0.784755792,0.013928802,0.015141985,-0.949213,7,-0.000020293,-0.004911873,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.541,0.723,0.906024,-4.250489,0.002515,0.784751625,0.013078504,0.015813107,-0.932369,7,0.001796171,-0.005152974,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.592,0.774,0.942131,-4.380080,0.004806,0.784747556,0.012280981,0.016443292,-0.915862,7,0.003127799,-0.005336238,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.642,0.824,0.976037,-4.508799,0.006812,0.784743597,0.011533090,0.017035066,-0.899761,7,0.004612876,-0.005555111,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.694,0.876,1.007880,-4.636389,0.008706,0.784739759,0.010830625,0.017590817,-0.883808,7,0.006218600,-0.005802280,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.744,0.926,1.037786,-4.762621,0.010364,0.784736048,0.010172280,0.018112781,-0.868164,7,0.007152673,-0.005959737,0.080000000
