workspace,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_force_cmd_n,hinge_assist_torque_nm
real_balance_only_noassist,10.064,73.229706,39.000000,0.000000,0.553479281,-3.458973185,1.278099478,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,10.116,66.379714,38.982507,0.000000,0.560680626,-1.662555651,1.158544570,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,10.167,64.910173,38.471667,-30.593715,0.559554007,0.436247472,1.132896234,0.000000,6,-21.852653250,0.000000000
real_balance_only_noassist,10.219,71.337489,34.347025,-63.185858,0.570230160,3.614721575,1.245074072,0.000000,6,-45.132755700,0.000000000
real_balance_only_noassist,10.270,86.675302,24.185327,-95.432031,0.568952189,6.200709633,1.512769403,0.000000,6,-68.165736600,0.000000000
real_balance_only_noassist,10.321,107.260610,13.185327,-91.717700,0.522878790,7.856702573,1.872050810,0.000000,6,-60.946193157,0.000000000
real_balance_only_noassist,10.373,132.263013,2.185327,-124.252292,0.472761315,9.277176468,2.308425056,0.000000,6,-88.751637357,0.000000000
real_balance_only_noassist,10.424,160.457772,-8.814673,-156.725021,0.433095487,10.130293289,2.800516429,0.000000,6,-111.946443658,0.000000000
real_balance_only_noassist,10.476,-170.289917,-19.814673,-150.520266,0.416635546,10.136739450,-2.972119738,0.000000,6,-107.514476007,0.000000000
real_balance_only_noassist,10.527,-142.547100,-30.814673,-118.103373,0.423485540,9.254642824,-2.487916235,0.000000,6,-84.359552307,0.000000000
real_balance_only_noassist,10.578,-115.136744,-39.000000,0.000000,0.807282041,12.057837116,-2.009515271,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,10.629,-83.231092,-39.000000,0.000000,0.862008539,10.287835870,-1.452656589,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,10.680,-57.124353,-39.000000,0.000000,0.883575895,8.339279002,-0.997008046,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,10.732,-35.962939,-38.990432,10.916348,0.893299275,6.769266623,-0.627671695,0.000000,6,7.797391293,0.000000000
real_balance_only_noassist,10.783,-20.786997,-37.665592,28.000000,0.822156521,3.965454286,-0.362801536,0.000000,6,20.000000000,0.000000000
real_balance_only_noassist,10.834,-15.352727,-32.556978,28.000000,0.771716888,0.479584325,-0.267955631,0.000000,7,20.000000000,0.000000000
real_balance_only_noassist,10.886,-16.680052,-24.893207,-75.021537,0.768600846,0.279313041,-0.291121822,0.000000,7,-100.660877261,0.000000000
real_balance_only_noassist,10.936,7.109891,-30.014793,-201.950998,1.398028707,12.412151642,0.124091008,0.000000,7,-260.000000000,0.000000000
real_balance_only_noassist,10.987,39.657874,-38.999164,25.544290,0.893001943,7.044596343,0.692160477,0.000000,7,20.000000000,0.000000000
real_balance_only_noassist,11.039,56.449539,-37.107755,28.000000,0.736246113,5.634224504,0.985230325,0.000000,7,20.000000000,0.000000000
real_balance_only_noassist,11.090,72.747886,-31.437388,28.000000,0.646156064,5.860446309,1.269690137,0.000000,7,20.000000000,0.000000000
real_balance_only_noassist,11.141,92.881060,-27.972636,-99.433710,0.635720797,8.109314334,1.621080304,0.000000,7,-260.000000000,0.000000000
real_balance_only_noassist,11.192,118.112478,-38.674310,0.000000,0.562038472,9.414601878,2.061451628,0.000000,7,0.000000000,0.000000000
real_balance_only_noassist,11.244,160.154552,-37.548620,12.972882,1.014560989,15.742117484,2.795224246,0.000000,6,9.266344200,0.000000000
real_balance_only_noassist,11.296,-151.587853,-33.309194,45.344632,1.291948802,17.640034911,-2.645707139,0.000000,6,32.389023150,0.000000000
real_balance_only_noassist,11.347,-99.376313,-24.655481,77.802490,1.654260484,18.205696503,-1.734443862,0.000000,6,51.065214300,0.000000000
real_balance_only_noassist,11.398,-50.794191,-13.655481,67.063671,1.678251806,16.107550099,-0.886525880,0.000000,6,47.902621882,0.000000000
real_balance_only_noassist,11.450,-7.168764,-2.655481,34.883143,1.656199721,14.785695432,-0.125118529,0.000000,6,24.916530982,0.000000000
real_balance_only_noassist,11.501,34.827574,8.344519,2.559308,1.585437741,14.755732838,0.607855841,0.000000,6,6.449715382,0.000000000
real_balance_only_noassist,11.552,78.755051,19.284662,-29.433737,1.478398808,15.886151933,1.374534940,0.000000,6,-21.024097718,0.000000000
real_balance_only_noassist,11.603,126.287177,28.523726,-61.405485,1.277866970,16.716026439,2.204127046,0.000000,6,-43.861060868,0.000000000
real_balance_only_noassist,11.654,168.147250,31.607587,-93.688929,0.589433097,12.052661747,2.934723149,0.000000,6,-66.920663318,0.000000000
real_balance_only_noassist,11.705,-172.481082,23.485059,-126.172042,0.085980001,4.544393038,-3.010362778,0.000000,6,-85.511023718,0.000000000
real_balance_only_noassist,11.757,-160.255735,12.485059,-158.701708,0.088131994,4.033073714,-2.796990228,0.000000,6,-113.358362918,0.000000000
real_balance_only_noassist,11.808,-150.032050,1.485059,-190.899352,0.093569123,3.205744348,-2.618553250,0.000000,6,-131.715650318,0.000000000
real_balance_only_noassist,11.858,-142.598587,-9.514941,-203.658274,0.099073435,2.144519412,-2.488814851,0.000000,6,-145.470195600,0.000000000
real_balance_only_noassist,11.910,-138.452739,-20.514941,-171.060365,0.102339358,0.950658761,-2.416456149,0.000000,6,-126.845232450,0.000000000
real_balance_only_noassist,11.961,-137.814499,-31.514941,-138.722098,0.101960434,-0.282333148,-2.405316761,0.000000,6,-103.671451050,0.000000000
real_balance_only_noassist,12.013,-134.946071,-39.000000,0.000000,0.198661769,4.568073554,-2.355253254,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.064,-123.833176,-39.000000,0.000000,0.216127553,3.248335228,-2.161296650,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.115,-117.270909,-39.000000,0.000000,0.223026777,1.614295137,-2.046763478,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.166,-115.465204,-39.000000,0.000000,0.223693576,-0.052453800,-2.015247976,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.217,-118.252317,-38.867178,22.409999,0.215745511,-1.507491616,-2.063892272,0.000000,6,11.526397500,0.000000000
real_balance_only_noassist,12.268,-123.008789,-36.319519,54.570684,0.187617285,-1.498676426,-2.146908384,0.000000,6,34.433163750,0.000000000
real_balance_only_noassist,12.320,-124.863320,-27.583067,80.671169,0.168510498,-0.321893772,-2.179276048,0.000000,6,57.622263580,0.000000000
real_balance_only_noassist,12.370,-128.236094,-16.583067,112.878230,0.162081599,-1.770541282,-2.238142059,0.000000,6,75.967263280,0.000000000
real_balance_only_noassist,12.422,-135.602648,-5.583067,145.535495,0.150538551,-3.102834118,-2.366712679,0.000000,6,99.266507380,0.000000000
real_balance_only_noassist,12.473,-146.423493,5.416933,177.588381,0.136232574,-4.205944532,-2.555572047,0.000000,6,126.848843380,0.000000000
real_balance_only_noassist,12.524,-159.860925,16.416933,196.925121,0.122885964,-4.972285606,-2.790099495,0.000000,6,145.193780080,0.000000000
real_balance_only_noassist,12.575,-174.780889,27.416933,164.443811,0.114222675,-5.305559070,-3.050501978,0.000000,6,122.110071580,0.000000000
real_balance_only_noassist,12.627,170.154484,38.416933,132.036332,0.112191524,-5.157819363,2.969755979,0.000000,6,98.845366780,0.000000000
real_balance_only_noassist,12.677,134.826815,39.000000,0.000000,0.716226331,-12.252092419,2.353171839,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.728,102.673850,39.000000,0.000000,0.742132016,-10.438210437,1.791996744,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.780,76.221566,39.000000,0.000000,0.768082523,-8.399783291,1.330317290,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.831,55.371093,39.000000,0.000000,0.786560446,-6.541705248,0.966407888,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,12.882,39.804078,38.641409,-28.613138,0.773223686,-4.454411070,0.694712225,0.000000,6,-15.935588270,0.000000000
real_balance_only_noassist,12.934,32.882441,35.316429,-28.000000,0.725659294,-0.965292092,0.573906866,0.000000,6,-20.000000000,0.000000000
real_balance_only_noassist,12.985,39.008073,26.352181,-155.423593,0.755431537,3.811635473,0.680819309,0.000000,6,-236.064846957,0.000000000
real_balance_only_noassist,13.036,51.849258,15.352181,-128.071468,0.734060643,4.981525629,0.904940274,0.000000,6,-134.317051999,0.000000000
real_balance_only_noassist,13.087,68.468403,4.352181,-16.107444,0.700510539,6.404961736,1.194999064,0.000000,6,-16.021639070,0.000000000
real_balance_only_noassist,13.138,89.493121,-6.570937,16.290355,0.651341603,7.991717557,1.561949613,0.000000,6,6.904582030,0.000000000
real_balance_only_noassist,13.190,115.249275,-16.251453,-2.715552,0.597648862,9.651812585,2.011479310,0.000000,6,-1.939679721,0.000000000
real_balance_only_noassist,13.241,145.991338,-25.006183,29.752339,0.618708380,11.742971810,2.548029533,0.000000,6,16.713035380,0.000000000
real_balance_only_noassist,13.292,-173.330439,-29.468722,61.805798,1.056732920,16.233278701,-3.025186852,0.000000,6,44.146998280,0.000000000
real_balance_only_noassist,13.343,-119.119747,-26.271430,93.923012,1.845873966,20.275786849,-2.079031794,0.000000,6,62.531944030,0.000000000
real_balance_only_noassist,13.394,-61.826784,-15.921758,87.259691,2.052384221,19.201022006,-1.079080950,0.000000,6,66.825532630,0.000000000
real_balance_only_noassist,13.445,-9.774602,-4.921758,55.111721,2.023026993,17.634648877,-0.170598983,0.000000,6,44.021661580,0.000000000
real_balance_only_noassist,13.496,40.247623,6.078242,22.737416,1.925012468,17.557829666,0.702453545,0.000000,6,20.911018330,0.000000000
real_balance_only_noassist,13.548,92.279189,17.078242,-9.751376,1.773728641,18.687789730,1.610575673,0.000000,6,-2.359909970,0.000000000
real_balance_only_noassist,13.599,147.652684,27.878246,-41.883902,1.572945418,19.442562145,2.577025489,0.000000,6,-25.438559120,0.000000000
real_balance_only_noassist,13.650,-163.336480,34.724845,-74.390734,0.852256761,14.454912877,-2.850759361,0.000000,6,-48.516108470,0.000000000
real_balance_only_noassist,13.702,-136.775561,31.322066,-106.788050,0.229923728,5.555547151,-2.387183880,0.000000,6,-71.605631870,0.000000000
real_balance_only_noassist,13.753,-126.837441,20.361486,-138.703613,0.189478923,2.843460052,-2.213730969,0.000000,6,-94.340706020,0.000000000
real_balance_only_noassist,13.803,-121.315781,9.361486,-132.542726,0.195010481,1.280832046,-2.117359815,0.000000,6,-94.673375720,0.000000000
real_balance_only_noassist,13.854,-120.337156,-1.638514,-100.421684,0.194586000,-0.309154591,-2.100279587,0.000000,6,-76.289718770,0.000000000
real_balance_only_noassist,13.906,-123.845554,-12.638514,-67.683810,0.187517524,-1.848452500,-2.161512676,0.000000,6,-53.134101620,0.000000000
real_balance_only_noassist,13.957,-131.565247,-23.638514,-35.461744,0.174515829,-3.258160511,-2.296246734,0.000000,6,-25.329817070,0.000000000
real_balance_only_noassist,14.008,-142.965398,-34.638514,-3.476749,0.158033946,-4.440603685,-2.495216903,0.000000,6,-2.483392220,0.000000000
real_balance_only_noassist,14.059,-144.717955,-38.724008,28.677557,0.090405955,2.140641686,-2.525804798,0.000000,6,15.788002330,0.000000000
real_balance_only_noassist,14.111,-136.087852,-35.178845,61.029377,0.170078989,3.884763436,-2.375181084,0.000000,6,43.592412430,0.000000000
real_balance_only_noassist,14.162,-121.722389,-25.347842,93.489746,0.283885369,4.944969311,-2.124456455,0.000000,6,62.081323030,0.000000000
real_balance_only_noassist,14.213,-110.453357,-14.347842,73.641485,0.296532852,3.211501574,-1.927774748,0.000000,6,57.159936809,0.000000000
real_balance_only_noassist,14.265,-104.299528,-3.347842,41.107197,0.303388742,1.406060281,-1.820370171,0.000000,6,29.362283459,0.000000000
real_balance_only_noassist,14.316,-103.318318,7.652158,21.785591,0.302621434,-0.392120732,-1.803244824,0.000000,6,10.976457509,0.000000000
real_balance_only_noassist,14.367,-107.412345,18.652158,13.815517,0.293288932,-2.139696908,-1.874699070,0.000000,6,14.498853974,0.000000000
real_balance_only_noassist,14.419,-116.435374,29.562345,-18.601732,0.278643466,-3.903052457,-2.032180636,0.000000,6,-13.286951326,0.000000000
real_balance_only_noassist,14.469,-132.332735,38.189826,-50.630948,0.324017146,-6.997732329,-2.309641929,0.000000,6,-31.644837675,0.000000000
real_balance_only_noassist,14.521,-168.338281,35.826189,-83.024613,1.016894688,-15.880765087,-2.938057262,0.000000,6,-59.303295225,0.000000000
real_balance_only_noassist,14.572,139.604280,25.154123,-115.490306,1.387177032,-17.983490082,2.436554342,0.000000,6,-77.859965926,0.000000000
real_balance_only_noassist,14.623,91.214107,14.154123,-134.904708,1.412235671,-16.032389646,1.591986496,0.000000,6,-96.360505876,0.000000000
real_balance_only_noassist,14.674,48.878146,3.154123,-83.981297,1.430822838,-13.967426581,0.853084572,0.000000,6,-77.943848175,0.000000000
real_balance_only_noassist,14.724,4.481828,-4.139115,-89.817249,1.990495340,-17.370198861,0.078222663,0.000000,6,-18.964922178,0.000000000
real_balance_only_noassist,14.776,-34.571143,-12.836229,-0.186223,1.402746971,-13.107593945,-0.603380270,0.000000,6,67.276627721,0.000000000
real_balance_only_noassist,14.827,-84.339911,-16.208041,-44.593347,1.732285417,-18.035966470,-1.472009146,0.000000,6,-36.467932275,0.000000000
real_balance_only_noassist,14.879,-139.269591,-24.803581,-12.187845,1.745052847,-20.310150859,-2.430712912,0.000000,6,-13.207028625,0.000000000
real_balance_only_noassist,14.930,162.185820,-35.690029,20.151921,1.618440386,-19.997663998,2.830676565,0.000000,6,9.742576275,0.000000000
real_balance_only_noassist,14.980,121.464413,-37.878192,52.015917,0.633050109,-10.553088370,2.119953928,0.000000,6,32.515836525,0.000000000
real_balance_only_noassist,15.032,98.448999,-30.064780,84.405227,0.507159024,-6.565324843,1.718259177,0.000000,6,55.730885625,0.000000000
real_balance_only_noassist,15.083,83.030612,-19.064780,91.576146,0.523950090,-4.580847456,1.449157554,0.000000,6,66.926710932,0.000000000
real_balance_only_noassist,15.135,73.116855,-8.064780,68.149105,0.535463979,-2.697354746,1.276129854,0.000000,6,49.906597982,0.000000000
real_balance_only_noassist,15.185,68.416387,2.935220,70.518141,0.540133030,-0.919960233,1.194091209,0.000000,6,50.176806302,0.000000000
real_balance_only_noassist,15.237,68.677263,13.935220,51.427770,0.537566570,0.787673478,1.198644363,0.000000,6,41.372542736,0.000000000
real_balance_only_noassist,15.287,73.792106,24.935220,19.669680,0.526531813,2.480110373,1.287915219,0.000000,6,14.049771235,0.000000000
real_balance_only_noassist,15.339,83.790826,35.922011,-13.086853,0.505449350,4.201426483,1.462425790,0.000000,6,-4.543577164,0.000000000
real_balance_only_noassist,15.390,99.400943,38.247113,-45.169705,0.480468157,6.167731312,1.734873739,0.000000,6,-32.264074864,0.000000000
real_balance_only_noassist,15.441,117.782578,32.555300,-77.232009,0.364046904,6.215936518,2.055693787,0.000000,6,-55.165721014,0.000000000
real_balance_only_noassist,15.492,135.843858,21.659484,-109.481489,0.295458265,6.793072020,2.370922584,0.000000,6,-73.633450114,0.000000000
real_balance_only_noassist,15.544,156.957653,10.659484,-141.746632,0.267963295,7.691813516,2.739427830,0.000000,6,-101.247594364,0.000000000
real_balance_only_noassist,15.595,179.596739,-0.340516,-173.900500,0.252788820,7.949514156,3.134554413,0.000000,6,-124.214643064,0.000000000
real_balance_only_noassist,15.646,-158.228984,-11.340516,-206.170440,0.252814105,7.497093012,-2.761616743,0.000000,6,-147.264599764,0.000000000
real_balance_only_noassist,15.696,-138.436858,-22.340516,-184.773716,0.263900135,6.424633023,-2.416178973,0.000000,6,-136.459644900,0.000000000
real_balance_only_noassist,15.752,-122.487009,-33.340516,-150.275145,0.278752892,4.927327184,-2.137801591,0.000000,6,-112.079355900,0.000000000
real_balance_only_noassist,15.803,-106.241144,-39.000000,0.000000,0.466024139,6.770724061,-1.854257771,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,15.855,-90.071579,-39.000000,0.000000,0.485778359,4.844289977,-1.572045619,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,15.906,-79.453703,-39.000000,0.000000,0.498462587,2.925817244,-1.386728720,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,15.957,-74.199961,-38.987800,0.000000,0.503952383,1.085052535,-1.295033622,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,16.009,-74.123143,-38.904314,12.266152,0.501790427,-0.714365738,-1.293692899,0.000000,6,4.042879050,0.000000000
real_balance_only_noassist,16.060,-79.810943,-37.398755,44.387328,0.496426371,-2.941601650,-1.392963734,0.000000,6,27.075141750,0.000000000
real_balance_only_noassist,16.112,-92.097728,-30.712984,77.230672,0.482676161,-5.114674991,-1.607408583,0.000000,6,55.164765900,0.000000000
real_balance_only_noassist,16.163,-109.540030,-19.721857,109.470692,0.444066370,-6.762221905,-1.911834195,0.000000,6,73.551126900,0.000000000
real_balance_only_noassist,16.214,-131.423219,-8.721857,141.543468,0.401557759,-8.197191512,-2.293767882,0.000000,6,96.594483450,0.000000000
real_balance_only_noassist,16.265,-156.637330,2.278143,173.791804,0.365621894,-9.130310345,-2.733837144,0.000000,6,124.137003000,0.000000000
real_balance_only_noassist,16.316,176.698235,13.278143,206.132672,0.347620894,-9.313559019,3.083965982,0.000000,6,142.588672500,0.000000000
real_balance_only_noassist,16.368,150.916578,24.278143,174.099319,0.350123335,-8.669584161,2.633991182,0.000000,6,124.356656100,0.000000000
real_balance_only_noassist,16.419,128.184465,35.278143,141.903826,0.365736642,-7.347048286,2.237240956,0.000000,6,101.359875900,0.000000000
real_balance_only_noassist,16.469,101.916985,39.000000,0.000000,0.698673821,-9.839996971,1.778786944,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,16.521,77.151776,39.000000,0.000000,0.724003787,-7.815787329,1.346552520,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,16.572,57.977662,39.000000,0.000000,0.742107253,-5.950571616,1.011901095,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,16.623,43.647754,38.997295,0.000000,0.753279780,-4.385783368,0.761797024,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,16.674,33.473131,38.860450,-19.392900,0.752658897,-2.869693782,0.584216342,0.000000,6,-9.261043800,0.000000000
real_balance_only_noassist,16.725,30.947946,36.229801,-88.433330,0.737090901,1.427846229,0.540143552,0.000000,6,-88.029202674,0.000000000
real_balance_only_noassist,16.776,45.986768,25.519716,-215.060753,0.802317413,5.858077507,0.802620516,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,16.827,64.907650,14.519716,-300.000000,0.764393372,7.169117189,1.132852203,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,16.879,88.051834,3.519716,-300.000000,0.710883017,8.734174845,1.536794422,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,16.930,115.773608,-7.480284,-197.595833,0.646726591,10.307139771,2.020630638,0.000000,6,-74.613992001,0.000000000
real_balance_only_noassist,16.981,148.083508,-18.700284,-69.975798,0.587014265,11.485763540,2.584544789,0.000000,6,-32.103008250,0.000000000
real_balance_only_noassist,17.032,-178.950830,-29.480284,-12.905402,0.555219273,11.780847662,-3.123281188,0.000000,6,-13.673495400,0.000000000
real_balance_only_noassist,17.083,-143.428934,-38.998662,19.469038,1.179456377,16.599699244,-2.503307132,0.000000,6,9.285256650,0.000000000
real_balance_only_noassist,17.135,-92.453360,-38.152863,52.205024,1.507053778,16.818523290,-1.613615539,0.000000,6,32.437419150,0.000000000
real_balance_only_noassist,17.186,-49.463925,-32.893105,51.148802,1.339108747,13.149881320,-0.863308359,0.000000,6,55.453999800,0.000000000
real_balance_only_noassist,17.237,-7.379096,-28.377029,25.306635,2.410949453,20.182909085,-0.128789528,0.000000,6,-103.104165996,0.000000000
real_balance_only_noassist,17.288,51.251939,-32.267988,122.467820,1.837959610,17.320202057,0.894515088,0.000000,6,82.955914500,0.000000000
real_balance_only_noassist,17.340,94.252760,-22.999885,121.772775,1.267616938,15.035923342,1.645020998,0.000000,6,82.308408924,0.000000000
real_balance_only_noassist,17.391,139.623896,-11.999885,153.991104,1.157877721,16.312659154,2.436896697,0.000000,6,109.993645974,0.000000000
real_balance_only_noassist,17.442,-172.902339,-0.999885,186.200370,1.099034239,16.553151297,-3.017715097,0.000000,6,128.379536724,0.000000000
real_balance_only_noassist,17.493,-127.155475,10.000115,210.000000,1.101911251,15.382725543,-2.219281699,0.000000,6,150.000000000,0.000000000
real_balance_only_noassist,17.544,-86.417014,21.000115,152.253449,1.130524391,13.356662066,-1.508261425,0.000000,6,83.239702651,0.000000000
real_balance_only_noassist,17.595,-47.245114,26.929209,126.293424,1.663283884,15.846907427,-0.824582794,0.000000,6,-98.862679349,0.000000000
real_balance_only_noassist,17.647,-5.267001,24.082057,119.663395,1.191525393,10.104234400,-0.091926517,0.000000,6,-1.941086103,0.000000000
real_balance_only_noassist,17.698,33.649797,22.093906,93.959165,2.260855762,19.632920831,0.587299751,0.000000,6,-63.631238096,0.000000000
real_balance_only_noassist,17.749,90.376317,14.083674,126.459795,1.856577665,19.149118255,1.577364302,0.000000,6,94.998432300,0.000000000
real_balance_only_noassist,17.800,151.340675,21.749510,107.388721,2.091532608,22.602314318,2.641393066,0.000000,6,76.706229300,0.000000000
real_balance_only_noassist,17.851,-144.212599,32.749510,75.130880,2.034492781,22.138228759,-2.516984677,0.000000,6,53.664913950,0.000000000
real_balance_only_noassist,17.903,-87.423658,38.826913,0.000000,1.615226868,17.357910973,-1.525830681,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,17.954,-41.044049,37.251326,10.190907,1.632416795,15.362834720,-0.716353799,0.000000,6,7.279219500,0.000000000
real_balance_only_noassist,18.006,0.958226,35.627502,-22.396272,1.646563733,14.678373617,0.016724200,0.000000,6,-11.274781800,0.000000000
real_balance_only_noassist,18.058,47.103258,31.533485,-55.163983,1.877295674,17.448475237,0.822106946,0.000000,6,-39.402844950,0.000000000
real_balance_only_noassist,18.109,102.219418,22.445991,-87.487472,1.928461398,20.119115462,1.784065404,0.000000,6,-62.491051200,0.000000000
real_balance_only_noassist,18.161,162.902460,11.225991,-60.542497,1.789974356,21.051321151,2.843184285,0.000000,6,-43.244640888,0.000000000
real_balance_only_noassist,18.212,-138.720303,0.445991,-28.232913,1.756918080,20.367902928,-2.421126023,0.000000,6,-20.166366137,0.000000000
real_balance_only_noassist,18.263,-83.647759,-10.554009,-9.038771,1.779551321,18.328502214,-1.459928803,0.000000,6,-6.456265188,0.000000000
real_balance_only_noassist,18.314,-34.678583,-21.554009,10.169539,1.783070022,16.339960382,-0.605255449,0.000000,6,7.263956262,0.000000000
real_balance_only_noassist,18.366,8.291594,-31.560677,53.594071,1.527211200,13.661194803,0.144715613,0.000000,6,38.281479570,0.000000000
real_balance_only_noassist,18.417,39.967447,-36.190663,28.000000,1.074790646,9.767952065,0.697563551,0.000000,6,20.000000000,0.000000000
real_balance_only_noassist,18.468,66.254209,-36.014618,28.000000,0.875496619,9.015059661,1.156354090,0.000000,6,20.000000000,0.000000000
real_balance_only_noassist,18.519,93.183809,-31.726671,28.000000,0.761527639,9.885864667,1.626364271,0.000000,6,20.000000000,0.000000000
real_balance_only_noassist,18.569,125.449788,-22.624372,54.631410,0.769094861,12.291080611,2.189511844,0.000000,6,34.380557352,0.000000000
real_balance_only_noassist,18.621,162.342572,-11.624372,54.635572,0.710010535,13.148416647,2.833412394,0.000000,6,39.025408388,0.000000000
real_balance_only_noassist,18.673,-160.115023,-0.624372,22.359073,0.689786420,12.907270136,-2.794534337,0.000000,6,15.970766738,0.000000000
real_balance_only_noassist,18.723,-125.220509,10.322650,-9.820230,0.692860699,11.475708076,-2.185510180,0.000000,6,-2.425590562,0.000000000
real_balance_only_noassist,18.775,-96.925857,19.446017,-42.224723,0.649968502,8.730492459,-1.691675330,0.000000,6,-25.546703062,0.000000000
real_balance_only_noassist,18.826,-75.305402,23.083350,-74.365350,0.689763910,7.032515159,-1.314327208,0.000000,6,-53.118107212,0.000000000
real_balance_only_noassist,18.877,-52.583379,15.744898,-201.814285,0.904163610,8.266482173,-0.917753092,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,18.928,-31.447422,4.744898,-300.000000,0.913781404,6.830398941,-0.548861056,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,18.980,-13.530516,-6.255102,-300.000000,0.914626361,5.931215019,-0.236152052,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,19.032,2.725788,-17.255102,-300.000000,0.908476152,5.570460584,0.047573967,0.000000,6,-255.152535783,0.000000000
real_balance_only_noassist,19.085,18.823497,-28.255102,-300.000000,0.894871699,5.724037516,0.328532007,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,19.138,35.754280,-39.000000,0.000000,0.805318894,4.859896835,0.624029903,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,19.191,36.587183,-39.000000,0.000000,0.709605369,0.729291611,0.638566815,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,19.241,40.519436,-39.000000,0.000000,0.704078885,1.829074058,0.707197561,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,19.293,47.195174,-38.633427,29.507053,0.683100587,2.452731513,0.823711173,0.000000,6,21.076466288,0.000000000
real_balance_only_noassist,19.343,52.732479,-34.869048,61.609885,0.637245440,1.344672232,0.920355381,0.000000,6,39.484704038,0.000000000
real_balance_only_noassist,19.394,54.214744,-24.901297,63.162215,0.623604638,0.661277120,0.946225778,0.000000,6,46.082001041,0.000000000
real_balance_only_noassist,19.445,57.387657,-16.101297,57.325063,0.617505550,1.845310693,1.001603572,0.000000,6,40.946473836,0.000000000
real_balance_only_noassist,19.499,65.247649,-5.101297,36.251187,0.602377363,3.379373404,1.138786301,0.000000,6,25.893704754,0.000000000
real_balance_only_noassist,19.550,77.653582,5.898703,17.889232,0.576478207,5.004360719,1.355310678,0.000000,6,16.111421492,0.000000000
real_balance_only_noassist,19.600,94.833649,16.898703,-0.834600,0.538271129,6.688347206,1.655159420,0.000000,6,4.132070096,0.000000000
real_balance_only_noassist,19.652,116.510537,27.523996,-33.277374,0.474638543,8.021707201,2.033492488,0.000000,6,-23.769553054,0.000000000
real_balance_only_noassist,19.703,138.573440,34.776484,-64.946853,0.292068559,6.962252115,2.418562783,0.000000,6,-46.390609354,0.000000000
real_balance_only_noassist,19.753,150.775886,34.058950,-96.987074,0.062570661,1.776561509,2.631535635,0.000000,6,-69.276481204,0.000000000
real_balance_only_noassist,19.804,148.130444,23.892477,-90.247236,0.063759197,-1.073058779,2.585363972,0.000000,6,-64.462311454,0.000000000
real_balance_only_noassist,19.856,146.753257,12.892477,-57.664102,0.064246494,-0.065973532,2.561327514,0.000000,6,-45.867137854,0.000000000
real_balance_only_noassist,19.908,148.306586,1.672477,-63.745333,0.062062608,0.941353799,2.588438231,0.000000,6,-40.705262969,0.000000000
real_balance_only_noassist,19.960,152.543299,-9.327523,-96.481235,0.057653965,1.833974017,2.662382815,0.000000,6,-68.915167619,0.000000000
real_balance_only_noassist,20.021,160.449399,-22.307523,-83.344670,0.051101047,2.668227048,2.800370289,0.000000,6,-59.531907119,0.000000000
real_balance_only_noassist,20.072,168.911924,-33.307523,-51.033587,0.046126704,3.114548853,2.948069215,0.000000,6,-41.087212619,0.000000000
real_balance_only_noassist,20.123,-170.590630,-39.000000,0.000000,0.516290146,11.302771517,-2.977368162,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,20.174,-139.478059,-38.994846,13.522800,0.527832131,10.412946512,-2.434351365,0.000000,6,4.976060881,0.000000000
real_balance_only_noassist,20.225,-111.005666,-37.922184,45.571117,0.627342947,9.690236775,-1.937414355,0.000000,6,28.090511581,0.000000000
