workspace,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_velocity_cmd_mps,cart_force_cmd_n,hinge_assist_torque_nm,external_force_n,note
pid,4.941,-131.925364,-6.352552,35.727304,0.539604878,10.116714405,-2.302531970,0.000000,6,0.357273042,25.519503029,0.000000000,0.000000,swing_up
pid,4.962,-121.397359,-2.172552,29.395906,0.548912269,9.499223789,-2.118783618,0.000000,6,0.293959059,20.997075669,0.000000000,0.000000,swing_up
pid,4.983,-111.112828,2.227448,22.998639,0.558669132,8.769461777,-1.939284688,0.000000,6,0.229986391,16.427599329,0.000000000,0.000000,swing_up
pid,5.003,-101.703926,6.627448,16.610450,0.568497009,7.995265340,-1.775068366,0.000000,6,0.166104502,11.864607268,0.000000000,0.000000,swing_up
pid,5.024,-93.201618,11.027448,10.184702,0.577850381,7.200100795,-1.626675108,0.000000,6,0.101847019,7.274787089,0.000000000,0.000000,swing_up
pid,5.045,-85.613954,15.427448,3.734366,0.586384411,6.402639126,-1.494245387,0.000000,6,0.037343663,2.667404529,0.000000000,0.000000,swing_up
pid,5.066,-78.931020,19.825567,-2.648961,0.593989836,5.618111372,-1.377606189,0.000000,6,-0.026489611,-1.892115051,0.000000000,0.000000,swing_up
pid,5.086,-73.110031,24.177629,-9.010110,0.601878813,4.885514446,-1.276010756,0.000000,6,-0.090101100,-6.435792871,0.000000000,0.000000,swing_up
pid,5.107,-68.043240,28.371743,-15.470664,0.611741411,4.260880209,-1.187578577,0.000000,6,-0.154706638,-11.050474151,0.000000000,0.000000,swing_up
pid,5.128,-63.573305,32.284871,-21.924484,0.624285819,3.783095074,-1.109563483,0.000000,6,-0.219244844,-15.660346011,0.000000000,0.000000,swing_up
pid,5.149,-59.502041,35.787421,-28.336229,0.640219976,3.488336481,-1.038506523,0.000000,6,-0.283362285,-20.240163231,0.000000000,0.000000,swing_up
pid,5.170,-55.401551,38.876372,-34.886959,0.661601033,3.405432779,-0.966939472,0.000000,6,-0.348869592,-24.919256551,0.000000000,0.000000,swing_up
pid,5.191,-48.386109,38.670104,-41.300704,0.811513638,6.295193809,-0.844496921,0.000000,6,-0.413007037,-29.500502671,0.000000000,0.000000,swing_up
pid,5.212,-40.689283,37.483290,-28.000000,0.880898225,6.909385941,-0.710161967,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.232,-32.755185,35.611192,-28.000000,0.941349602,7.398396863,-0.571685822,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.253,-23.811625,33.025401,-28.000000,1.006165878,7.980724256,-0.415591248,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.274,-14.041250,29.801186,-2.010440,1.079659060,8.754762433,-0.245066048,0.000000,6,-0.020104400,2.870812799,0.000000000,0.000000,swing_up
pid,5.295,-4.034978,26.313552,49.975143,1.068491052,8.435989895,-0.070423655,0.000000,6,0.499751425,48.618125403,0.000000000,0.000000,swing_up
pid,5.316,3.492635,23.913859,102.292130,0.906973161,5.543058491,0.060957975,0.000000,6,1.022921300,94.657074398,0.000000000,0.000000,swing_up
pid,5.337,5.526683,24.076900,114.362439,0.782982448,0.040425163,0.096458809,0.000000,6,1.143624392,94.825783596,0.000000000,0.000000,swing_up
pid,5.357,0.719169,27.478246,62.261967,0.903238719,-5.442187737,0.012551866,0.000000,6,0.622619667,48.977367802,0.000000000,0.000000,swing_up
pid,5.378,-6.160222,31.878246,10.360194,0.926160319,-5.992206464,-0.107516165,0.000000,6,0.103601942,3.303807998,0.000000000,0.000000,swing_up
pid,5.398,-12.947561,36.222590,-40.531126,0.908461768,-5.780102212,-0.225977566,0.000000,6,-0.405311258,-41.480553599,0.000000000,0.000000,swing_up
pid,5.419,-16.561535,38.969677,-47.519596,0.768630217,-0.165274626,-0.289053311,0.000000,6,-0.475195964,-42.014348399,0.000000000,0.000000,swing_up
pid,5.440,-12.598078,37.920123,-28.000000,0.839065619,3.991021505,-0.219877941,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.461,-6.861567,35.914040,-28.000000,0.893494970,5.279807171,-0.119756941,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.481,0.069326,33.273108,-28.000000,0.946029385,6.348812327,0.001209969,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.502,8.292506,29.997791,-2.350050,1.005606136,7.498480029,0.144731529,0.000000,6,-0.023500500,2.571956003,0.000000000,0.000000,swing_up
pid,5.522,17.106376,26.467354,49.517672,0.991216436,7.479573831,0.298562580,0.000000,6,0.495176725,48.215551798,0.000000000,0.000000,swing_up
pid,5.543,23.919005,24.005269,100.998815,0.854831018,5.092408993,0.417465384,0.000000,6,1.009988150,93.518957199,0.000000000,0.000000,swing_up
pid,5.564,26.174123,24.015495,153.379185,0.745660790,0.524021990,0.456824624,0.000000,6,1.533791850,130.000000000,0.000000000,0.000000,swing_up
pid,5.585,22.087836,27.495960,101.326030,0.843298220,-4.671644572,0.385505468,0.000000,6,1.013260300,84.193223596,0.000000000,0.000000,swing_up
pid,5.605,16.578376,31.895960,50.017225,0.857809963,-4.725513263,0.289347248,0.000000,6,0.500172250,39.041475200,0.000000000,0.000000,swing_up
pid,5.626,11.361152,36.295960,-1.854688,0.857882405,-4.493648194,0.198289512,0.000000,6,-0.018546875,-6.605807801,0.000000000,0.000000,swing_up
pid,5.647,10.063161,38.950131,-53.840445,0.805773818,2.598586384,0.175635287,0.000000,6,-0.538404450,-38.556343531,0.000000000,0.000000,swing_up
pid,5.668,16.442483,38.042271,-30.523588,0.923263350,6.215118604,0.286975459,0.000000,6,-0.305235880,-20.000000000,0.000000000,0.000000,swing_up
pid,5.688,25.037465,36.143051,-28.000000,0.994275957,7.847759143,0.436986196,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.708,35.076374,33.639030,-28.000000,1.044799331,9.100334742,0.612198217,0.000000,6,-0.280000000,-20.000000000,0.000000000,0.000000,swing_up
pid,5.729,47.100771,30.398559,-52.960950,1.087106488,10.339191082,0.822063539,0.000000,6,-0.529609500,-41.965636004,0.000000000,0.000000,swing_up
pid,5.750,59.560761,26.687432,-66.453860,1.156593441,11.889008061,1.039531384,0.000000,6,-0.664538598,-47.467042692,0.000000000,0.000000,swing_up
pid,5.770,73.867897,22.287432,-72.794056,1.140231013,12.637261604,1.289238022,0.000000,6,-0.727940561,-51.995754352,0.000000000,0.000000,swing_up
pid,5.791,88.842187,17.887432,-75.935694,1.100850398,13.233682937,1.550588679,0.000000,6,-0.759356937,-54.239781216,0.000000000,0.000000,swing_up
pid,5.812,104.509699,13.487432,-69.552882,1.059940823,13.837035877,1.824038355,0.000000,6,-0.695528825,-49.680630356,0.000000000,0.000000,swing_up
pid,5.833,120.837198,9.087432,-63.049951,1.020254567,14.396171110,2.109006964,0.000000,6,-0.630499510,-45.035679277,0.000000000,0.000000,swing_up
pid,5.854,137.727081,4.687432,-56.648102,0.984678102,14.854579547,2.403791034,0.000000,6,-0.566481023,-40.462930217,0.000000000,0.000000,swing_up
pid,5.875,155.019261,0.287432,-50.272605,0.955934410,15.159364380,2.705596503,0.000000,6,-0.502726052,-35.909003696,0.000000000,0.000000,swing_up
pid,5.896,173.376723,-4.332568,-43.824334,0.935199618,15.269092438,3.025994654,0.000000,6,-0.438243344,-31.303096017,0.000000000,0.000000,swing_up
pid,5.916,-170.069173,-8.512568,-37.594665,0.925374521,15.161588526,-2.968267027,0.000000,6,-0.375946645,-26.853331797,0.000000000,0.000000,swing_up
pid,5.937,-152.945150,-12.912568,-31.182899,0.923459411,14.836775849,-2.669396447,0.000000,6,-0.311828988,-22.273499176,0.000000000,0.000000,swing_up
pid,5.958,-136.358117,-17.312568,-24.697241,0.928377866,14.317341011,-2.379898099,0.000000,6,-0.246972409,-17.640886357,0.000000000,0.000000,swing_up
pid,5.979,-120.499283,-21.712568,-18.227029,0.937788464,13.643151069,-2.103109227,0.000000,6,-0.182270285,-13.019306096,0.000000000,0.000000,swing_up
pid,6.000,-105.505370,-26.112568,-11.730443,0.949402214,12.863727989,-1.841416082,0.000000,6,-0.117304427,-8.378887677,0.000000000,0.000000,swing_up
pid,6.020,-91.454178,-30.512568,-5.432323,0.961361607,12.030375385,-1.596176526,0.000000,6,-0.054323229,-3.880230657,0.000000000,0.000000,swing_up
pid,6.041,-77.738645,-35.132568,1.044709,0.972892803,11.148523363,-1.356795318,0.000000,6,0.010447089,0.746220623,0.000000000,0.000000,swing_up
pid,6.062,-66.082092,-38.999869,7.381571,0.876649654,9.016096376,-1.153350089,0.000000,6,0.073815711,5.272550784,0.000000000,0.000000,swing_up
pid,6.083,-58.940141,-38.935377,13.651188,0.757337492,6.373485337,-1.028699520,0.000000,6,0.136511883,9.750848784,0.000000000,0.000000,swing_up
pid,6.103,-52.440704,-38.644716,20.111699,0.748168076,5.398334054,-0.915262955,0.000000,6,0.201116990,14.365499263,0.000000000,0.000000,swing_up
