elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_force_cmd_n,hinge_assist_torque_nm
3.4174115620007797,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,1,0.0,0.0
3.4280799770003796,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,1,0.0,0.0
3.4385009430006903,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,1,0.0,0.0
3.449203440999554,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,1,0.0,0.0
3.4602473260001716,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,1,0.0,0.0
3.4705244169999787,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.4814103900007467,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.4918210190007812,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.5021818509994773,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.5131260020007176,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.5233883559994865,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.534142607000831,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.5447457200007193,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.555419164000341,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.566033172999596,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.5762979020000785,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.5866359650008235,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.5968557159994816,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.607021199999508,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.617724186999112,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.62772107300043,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.6378951469996537,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.6481277490001958,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.659080699999322,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.669205886000782,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.679018459000872,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.689255810000759,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.7002225199994427,-180.0,0.0,0.0,0.0,0.0,-3.141592653589793,0.0,3,0.0,0.0
3.710140553999736,-180.0,0.0,6.523055911056871,0.0,0.0,-3.141592653589793,0.0,6,0.0,0.0
3.720597278999776,-179.96404954241092,0.016766643596552108,2.800767525497411,2.3902936919364475e-05,0.07717786811671393,-3.140965199737265,0.0,6,4.659325650754909,0.0
3.7309150180008146,-179.8691495841059,0.06119932590370051,2.8035306021230997,0.00010995303754794926,0.1650225254976404,-3.1393088830048375,0.0,6,2.0005482324981507,0.0
3.741142871000193,-179.74102163904936,0.1215737435764158,2.8066923991989903,0.0002084204321971321,0.22605969899609157,-3.1370726284997863,0.0,6,2.0025218586593567,0.0
3.7519035469995288,-179.58033518703877,0.1978691779599283,-3.784508159558922,0.00033120267873817494,0.28314167619118924,-3.1342681208488536,0.0,6,-2.7032201139706586,0.0
3.7622124160006933,-179.424233260949,0.27310801258970857,-0.4797759683000251,0.000291246251384133,0.26049643528989647,-3.131543628269882,0.0,6,-0.34269712021430365,0.0
3.7724089099992852,-179.29943560732258,0.3350513436119189,2.8071555688804404,0.00022284485941950443,0.21995037637989145,-3.129365498315338,0.0,6,2.005111120628886,0.0
3.782421649999378,-179.1659499559084,0.4025137621073003,2.4639560738044515,0.0002713645876643434,0.23968196438043257,-3.1270357341939907,0.0,6,1.7599686241460368,0.0
3.7925577299993165,-179.00416421793392,0.48490683931643247,-3.8532221365882884,0.00038318569688316513,0.28456895980318436,-3.124212040383567,0.0,6,-2.7523015261344916,0.0
3.802781252999921,-178.8520168088674,0.5648708871250544,0.1142128487611366,0.000336105015946937,0.25364551491315973,-3.121556567146978,0.0,6,0.08158060625795471,0.0
3.8131606620008824,-178.73068566971813,0.6327340422782599,2.809036176048002,0.00028141233978058776,0.21513011021192707,-3.119438939283628,0.0,6,2.006454411462858,0.0
3.8235454500008927,-178.5989827738145,0.7078701230505909,2.5809519071088918,0.000339661289627542,0.235772988032326,-3.117140290115698,0.0,6,1.843537076506351,0.0
3.833714147000137,-178.4406490831009,0.7981259907429196,-3.775034933408398,0.000455648323981896,0.2785372134031575,-3.1143768458959116,0.0,6,-2.6964535238631413,0.0
3.8442208079995908,-178.28603411111584,0.8896727952613143,-0.9520116964771567,0.0004404313245551368,0.2573282304315332,-3.111678305561893,0.0,6,-0.6800083546265405,0.0
3.854235922999578,-178.1691380415318,0.9668690108091965,2.811805632833207,0.00036766113680548597,0.20453571952544697,-3.1096380842650113,0.0,6,2.008432594880862,0.0
3.8644612610005424,-178.0513077715491,1.0478809739382846,2.8130836248356466,0.000407461459167324,0.21244298067281275,-3.1075815580952995,0.0,6,2.009345446311176,0.0
3.875172977999682,-177.90773561661982,1.1445078593041744,-0.7505800571631952,0.0005180785288528957,0.25321829006553603,-3.1050757512776,0.0,6,-0.5361286122594251,0.0
3.8855665659993974,-177.75877102079306,1.247555255572726,-1.0696980153297269,0.0005587093469246465,0.2542326220714668,-3.1024758286115204,0.0,6,-0.7640700109498049,0.0
3.89558279800076,-177.63075438866977,1.3449781536607621,2.817018446233275,0.000530003039836197,0.22054774019824477,-3.100241516883655,0.0,6,2.0121560330237678,0.0
3.9057612720007455,-177.50484108760295,1.4457441254608976,2.8185156988362565,0.0005766317637576481,0.22616294724918617,-3.0980439152079837,0.0,6,2.0132254991687546,0.0
3.916442748000918,-177.3554251418062,1.562037061246197,-2.9367978124301986,0.0006950116423985324,0.2631996643189296,-3.095436114998849,0.0,6,-2.0977127231644275,0.0
3.926690784999664,-177.21492106332195,1.6790310422011865,1.2013055303927402,0.000683318785362235,0.23442787792755193,-3.0929838562168186,0.0,6,0.8580753788519573,0.0
3.9367805599995336,-177.09972799918899,1.7892612423810517,2.821550600058626,0.000671147258968588,0.2052612767032568,-3.090973357972237,0.0,6,2.0153932857561614,0.0
3.9473158569999214,-176.97348284134327,1.909870263001463,2.312919931537466,0.000748859116519648,0.22446714364917225,-3.0887699643031294,0.0,6,1.652085665383904,0.0
3.9574061910007003,-176.82868969558564,2.044608024465445,-2.2901196455889323,0.0008581672122822276,0.2535952099594187,-3.0862428471753387,0.0,6,-1.6357997468492371,0.0
3.9677486540003883,-176.6837144753786,2.192792910308452,2.762655184941126,0.000847848501388588,0.21836961639183894,-3.083712552248922,0.0,6,-1.6357997468492371,0.0
3.978195391000554,-176.58090789188367,2.311992007964003,2.827878003074557,0.0008682006671791257,0.20599317836184997,-3.0819182388742092,0.0,6,2.0199128593389695,0.0
3.9889925250008673,-176.44822279811882,2.458871077161962,-0.03346563642613276,0.0009727619633185626,0.23401325757712982,-3.0796024471196954,0.0,6,-0.023904026018666258,0.0
4.000226379999731,-176.30891723835998,2.615225596660799,-0.9288950761704896,0.0010410494259038752,0.23826160071452235,-3.0771711064355696,0.0,6,-0.6634964829789212,0.0
4.009798557999602,-176.18952779983366,2.7688928863446125,2.833220885822237,0.0010345933013212096,0.20440750418741577,-3.075087367641178,0.0,6,-0.6634964829789212,0.0
4.020786848999705,-176.08111718568517,2.9242041682329587,2.834353060387119,0.0010698524520560283,0.19515783314729898,-3.0731952454801776,0.0,6,2.0245379002765134,0.0
4.032528943000216,-175.9552786093006,3.0946200916064703,0.7677641628304464,0.0011738936006518656,0.2216655826711191,-3.0709989479962445,0.0,6,0.5484029734503189,0.0
4.043017375999625,-175.823517560352,3.2750169650491117,-0.3112599372957689,0.0012479312750642206,0.22687838836792126,-3.06869928386621,0.0,6,0.5484029734503189,0.0
4.052706468000906,-175.70500533416478,3.4566596894352606,2.84069450120071,0.0012673430373934588,0.20332129879229846,-3.066630855315375,0.0,6,-0.22232852663983493,0.0
4.063151250000374,-175.59458839233355,3.6421256742356736,2.84224845531908,0.0013157376085085294,0.19773242755215015,-3.064703716130437,0.0,6,2.030177468085057,0.0
4.073609651000879,-175.4686084863583,3.842669363153571,-0.46096434225669114,0.0014230780770371227,0.22164903914903678,-3.062504951979816,0.0,6,-0.3292602444690651,0.0
4.083709204000115,-175.34541509185632,4.049957850716079,-6.88748346174302,0.0014688955497450377,0.20902683175904196,-3.060354821629048,0.0,6,-4.919631044102157,0.0
4.093842840000434,-175.2828990023382,4.237091187425548,-13.207565341509826,0.0013631703948580657,0.09228623496187607,-3.0592637100314857,0.0,6,-9.433975243935588,0.0
4.103985904999718,-175.3587107790852,4.367672723789952,-6.71372568060301,0.0013841437210852685,-0.1560414295851564,-3.060586875147507,0.0,6,-4.795518343287863,0.0
4.114225909999732,-175.57849129473928,4.43860352956391,-0.26520633086088097,0.0017624942904794563,-0.38557279422556356,-3.064422768777402,0.0,6,-0.18943309347205783,0.0
4.124984420999681,-175.86170212306257,4.486916601305091,6.409254959361217,0.0019746912623112406,-0.4877535274007443,-3.069365730208944,0.0,6,4.5780392566865835,0.0
4.134607304000383,-176.13430596086837,4.54664752919064,12.568075738762358,0.0017433456778415389,-0.4611308728313196,-3.074123564732228,0.0,6,8.977196956258826,0.0
4.144485319000523,-176.31011406924617,4.657675297631205,6.309769768030176,0.0011417037507191969,-0.2864682704733946,-3.077191995075123,0.0,6,8.977196956258826,0.0
4.154838468000889,-176.37431702557458,4.826859406995884,-0.18244134147730406,0.0008368024671919043,-0.11336541100967477,-3.078312548052568,0.0,6,-0.13031524391236005,0.0
4.164560106999488,-176.40389432607535,5.018324181724267,-2.82530152368621,0.0007879617376561409,-0.061894571357114896,-3.0788287693301584,0.0,6,-0.13031524391236005,0.0
4.175197930999275,-176.47280576899163,5.2189628327798365,-2.8257533486860877,0.0008020328590809356,-0.12115454752615112,-3.080031500901348,0.0,6,-2.0180725169187212,0.0
