workspace,source_csv,swing_samples,swing_duration_s,force_min_n,force_max_n,force_abs_mean_n,force_rms_n,force_abs_p95_n,force_abs_peak_n,force_abs_impulse_n_s,force_signed_impulse_n_s,cmd_work_signed_estimate_j,cmd_work_positive_estimate_j,motor_command_abs_mean_cm_s,motor_command_abs_p95_cm_s,motor_command_abs_peak_cm_s,real_style_pwm_abs_mean,real_style_pwm_abs_p95,energy_start_j,energy_end_j,energy_peak_j,energy_gain_to_peak_j,balance_energy_reference_j,energy_ready_ratio,theta_dot_abs_peak_rad_s,cart_position_min_cm,cart_position_max_cm,hinge_assist_abs_mean_nm,hinge_assist_abs_peak_nm,reference_label,hardware_validation_required,interpretation
pendulum_pid_ws,smooth_swing_validation_20260510.csv,105,5.345000,-36.096507,78.114119,9.637032,15.557000,32.837438,78.114119,51.767177,3.437375,11.918190,12.212600,11.992797,41.159589,50.535109,5355.802572,10995.278362,0.000000,0.778859,0.779969,0.779969,0.784684,0.993992,11.117839,-38.168014,38.997608,0.342348,4.500000,real_style_reference_envelope,yes,patokan_awal_real_berbasis_model; wajib dibandingkan dengan log alat asli sebelum diklaim gaya motor aktual
pendulum_real_ws,smooth_swing_validation_20260510.csv,87,4.409000,-57.423286,33.798062,11.771010,16.681197,36.332133,57.423286,52.091448,-5.531420,12.792551,13.227044,14.341405,41.131130,62.644719,5811.832516,10989.896733,0.000000,0.778519,0.778519,0.778519,0.784688,0.992138,8.634075,-38.944117,38.509971,0.353359,4.500000,real_style_reference_envelope,yes,patokan_awal_real_berbasis_model; wajib dibandingkan dengan log alat asli sebelum diklaim gaya motor aktual
ros2_pendulum_ws,smooth_swing_validation_20260510.csv,93,4.720000,-67.373890,30.959057,11.184548,16.487590,31.325732,67.373890,53.058162,-12.589037,12.427138,12.543933,13.612445,39.669289,56.301624,,,0.000000,0.778544,0.778544,0.778544,0.784688,0.992170,7.458770,-39.000000,38.938199,0.261067,3.169278,simulation_reference_envelope,yes,patokan_awal_real_berbasis_model; wajib dibandingkan dengan log alat asli sebelum diklaim gaya motor aktual
