workspace,phase,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_velocity_cmd_mps,cart_force_cmd_n,hinge_assist_torque_nm,note
pendulum_real_ws,BALANCE,16.474,-0.935984,0.101154,-7.711356,0.789916353,1.136739992,-0.016336007,-6.002117,7,-0.077113565,-150.000000000,-3.564055943,manual_A_near_upright
pendulum_real_ws,BALANCE,16.526,-0.123946,-3.489590,6.358767,0.808466275,-2.432446979,-0.002163270,-6.002117,7,0.063587667,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,16.578,2.577143,-0.700672,-37.861170,0.826165861,3.231204863,0.044979623,-5.980773,7,-0.378611699,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,16.630,-1.888681,-7.321112,5.617205,0.802530895,-2.118021927,-0.032963694,-5.980773,7,0.056172049,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,16.681,0.113229,-5.658713,-38.352125,0.786460945,-0.644536871,0.001976224,-5.958716,7,-0.383521247,150.000000000,2.053624979,manual_A_near_upright
pendulum_real_ws,BALANCE,16.733,-0.815979,-1.086565,-24.939481,0.814389783,2.721652817,-0.014241522,-5.958716,7,-0.249394807,-150.000000000,-4.421863122,manual_A_near_upright
pendulum_real_ws,BALANCE,16.785,-2.065432,-1.993995,18.366997,0.789742416,-1.139884930,-0.036048583,-5.937123,7,0.183669965,96.099194269,3.809850401,manual_A_near_upright
pendulum_real_ws,BALANCE,16.839,2.002001,-0.574783,-24.901836,0.784561279,0.014112718,0.034941502,-5.915118,7,-0.249018361,105.309212204,-0.202397456,manual_A_near_upright
pendulum_real_ws,BALANCE,16.890,0.597056,-1.632067,-10.880798,0.799273248,1.903585598,0.010420586,-5.893607,7,-0.108807983,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,16.942,-1.094449,-6.798590,33.663181,0.788471659,-0.967373498,-0.019101741,-5.871079,7,0.336631809,132.232863580,3.181553028,manual_A_near_upright
pendulum_real_ws,BALANCE,16.994,2.453104,-5.158157,-38.790087,0.788957719,1.062699306,0.042814746,-5.871079,7,-0.387900867,-44.927273299,-3.593304136,manual_A_near_upright
pendulum_real_ws,BALANCE,17.045,-1.001291,-7.843071,4.826551,0.786949229,0.743160101,-0.017475827,-5.849950,7,0.048265507,-150.000000000,1.911054418,manual_A_near_upright
pendulum_real_ws,BALANCE,17.097,-0.273659,-12.026016,20.146006,0.811929258,-2.604502513,-0.004776245,-5.849950,7,0.201460059,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,17.149,1.871632,-10.245909,-22.392022,0.806922791,2.362844282,0.032666141,-5.849950,7,-0.223920225,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,17.201,-1.244256,-14.860858,20.597552,0.784947457,-0.244939623,-0.021716367,-5.849950,7,0.205975521,-19.680204841,0.881530443,manual_A_near_upright
pendulum_real_ws,BALANCE,17.252,1.931102,-17.334956,6.786939,0.793962840,-1.531804128,0.033704095,-5.849950,7,0.067869385,150.000000000,4.750104782,manual_A_near_upright
pendulum_real_ws,BALANCE,17.304,-0.211175,-16.676831,20.608310,0.794531092,1.559948531,-0.003685705,-5.807737,7,0.206083097,-150.000000000,-4.975249625,manual_A_near_upright
pendulum_real_ws,BALANCE,17.357,-1.013083,-20.752361,34.723703,0.814028009,-2.705981688,-0.017681628,-5.807737,7,0.347237033,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,17.410,1.838470,-17.545231,-10.377427,0.788414196,0.976752980,0.032087347,-5.786786,7,-0.103774269,-73.815410496,-3.270002597,manual_A_near_upright
pendulum_real_ws,BALANCE,17.462,-2.218970,-17.889622,33.348920,0.784999030,0.351165898,-0.038728329,-5.786786,7,0.333489201,-150.000000000,-0.949453394,manual_A_near_upright
pendulum_real_ws,BALANCE,17.515,1.293209,-19.095552,18.810140,0.807117693,-2.367363571,0.022570761,-5.786786,7,0.188101399,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,17.567,0.223560,-16.021321,5.033748,0.805147688,2.255586134,0.003901858,-5.786786,7,0.050337479,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,17.618,-2.343092,-19.655462,48.112106,0.815414103,-2.781284644,-0.040894675,-5.765635,7,0.481121063,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,17.671,0.965284,-14.959828,4.323181,0.787345748,0.806448289,0.016847392,-5.744351,7,0.043231807,-61.078250201,-2.656447790,manual_A_near_upright
pendulum_real_ws,BALANCE,17.723,-2.410224,-14.504385,47.474384,0.787701549,0.901205939,-0.042066339,-5.744351,7,0.474743839,-150.000000000,-2.694560478,manual_A_near_upright
pendulum_real_ws,BALANCE,17.774,-0.366227,-15.691356,32.605107,0.807565322,-2.386070948,-0.006391864,-5.744351,7,0.326051071,150.000000000,2.002384363,manual_A_near_upright
pendulum_real_ws,BALANCE,17.826,0.853935,-11.313112,18.568718,0.813863846,2.697564979,0.014903977,-5.744351,7,0.185687183,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,17.879,-2.803824,-14.203510,62.437039,0.791862922,-1.372285869,-0.048935959,-5.744351,7,0.624370393,116.837903530,4.611526599,manual_A_near_upright
pendulum_real_ws,BALANCE,17.931,1.378561,-11.463746,18.104264,0.784781527,0.154193493,0.024060430,-5.723382,7,0.181042641,76.800025164,-0.601691113,manual_A_near_upright
pendulum_real_ws,BALANCE,17.984,-1.067489,-10.537030,33.017250,0.793983019,1.520782904,-0.018631205,-5.701231,7,0.330172503,-150.000000000,-4.782664872,manual_A_near_upright
pendulum_real_ws,BALANCE,18.037,-0.727258,-14.293235,44.973666,0.811273866,-2.574173478,-0.012693052,-5.701231,7,0.449736661,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,18.089,1.437945,-11.173968,1.406310,0.802637425,2.119020742,0.025096866,-5.701231,7,0.014063101,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,18.141,-1.326798,-13.867126,44.952351,0.784762189,-0.129803309,-0.023156997,-5.680295,7,0.449523511,-54.147850717,0.519577078,manual_A_near_upright
pendulum_real_ws,BALANCE,18.193,1.784915,-15.587225,28.934205,0.794537603,-1.575436258,0.031152638,-5.680295,7,0.289342052,150.000000000,4.901209155,manual_A_near_upright
pendulum_real_ws,BALANCE,18.246,0.597066,-15.262259,14.868092,0.802048587,2.077853037,0.010420769,-5.659781,7,0.148680916,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,18.298,-1.464858,-20.273952,55.993688,0.793680832,-1.500755733,-0.025566592,-5.659781,7,0.559936880,150.000000000,4.917468007,manual_A_near_upright
pendulum_real_ws,BALANCE,18.350,1.617160,-18.910551,12.275458,0.784648205,-0.033523222,0.028224772,-5.659781,7,0.122754582,110.522657591,-0.019737164,manual_A_near_upright
pendulum_real_ws,BALANCE,18.402,-1.778269,-17.560535,25.256020,0.791646974,1.326268527,-0.031036654,-5.640058,7,0.396011972,-61.719215405,0.996665643,manual_A_near_upright
pendulum_real_ws,BALANCE,18.455,-1.207315,-19.518753,40.387933,0.803998554,-2.195772443,-0.021071618,-5.640058,7,0.403879328,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,18.506,1.335515,-17.340596,-3.830930,0.791105834,1.266138594,0.023309140,-5.620257,7,-0.038309300,-97.215290305,-4.156534632,manual_A_near_upright
pendulum_real_ws,BALANCE,18.558,-3.317701,-18.018214,39.609312,0.784148119,-0.038035868,-0.057904798,-5.620257,7,0.396093116,-113.493962260,0.382286370,manual_A_near_upright
pendulum_real_ws,BALANCE,18.610,0.326214,-17.097164,23.949192,0.792065929,-1.348359139,0.005693501,-5.620257,7,0.239491916,150.000000000,-0.729795696,manual_A_near_upright
pendulum_real_ws,BALANCE,18.662,0.167743,-13.472348,9.149240,0.810701073,2.544737463,0.002927661,-5.620257,7,0.091492400,-150.000000000,-4.603408092,manual_A_near_upright
pendulum_real_ws,BALANCE,18.713,-1.963449,-16.638127,52.508032,0.795273627,-1.635849149,-0.034268652,-5.620257,7,0.525080324,150.000000000,5.388926209,manual_A_near_upright
pendulum_real_ws,BALANCE,18.765,0.959522,-14.109941,8.454515,0.784812455,0.129883785,0.016746827,-5.599304,7,0.084545152,67.357107934,-0.490988832,manual_A_near_upright
pendulum_real_ws,BALANCE,18.818,-1.524767,-12.646731,23.018425,0.800973031,2.019404239,-0.026612203,-5.599304,7,0.230184254,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,18.869,-0.890825,-14.060185,36.836764,0.811239966,-2.573295209,-0.015547822,-5.578415,7,0.368367642,150.000000000,2.144163001,manual_A_near_upright
pendulum_real_ws,BALANCE,18.921,0.106885,-7.640293,0.591347,0.799600669,1.923626269,0.001865495,-5.578415,7,0.005913470,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,18.973,-2.279115,-7.261330,38.683801,0.784493891,0.032774240,-0.039778060,-5.558291,7,0.386838008,-109.875126120,0.074123703,manual_A_near_upright
pendulum_real_ws,BALANCE,19.025,-0.536455,-7.072553,24.680460,0.802758876,-2.119910132,-0.009362914,-5.538663,7,0.246804604,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,19.077,0.708689,-2.026689,-18.563244,0.797771454,1.802877570,0.012368963,-5.538663,7,-0.185632436,-150.000000000,-5.824868555,manual_A_near_upright
pendulum_real_ws,BALANCE,19.129,-1.740225,-2.529220,24.963728,0.784638305,0.069435156,-0.030372660,-5.518527,7,0.249637280,-106.528904773,-0.085515531,manual_A_near_upright
pendulum_real_ws,BALANCE,19.180,-0.663531,-2.865760,10.281600,0.802201332,-2.087321531,-0.011580803,-5.498305,7,0.102816004,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,19.232,0.783536,0.889439,-32.399088,0.786225489,0.604603289,0.013675287,-5.478781,7,-0.323990880,-58.448499602,-1.996269317,manual_A_near_upright
pendulum_real_ws,BALANCE,19.284,-1.231719,1.816679,-12.927811,0.791437220,1.296908777,-0.021497548,-5.478781,7,-0.129278107,-150.000000000,-4.053369123,manual_A_near_upright
pendulum_real_ws,BALANCE,19.336,-0.536966,0.663131,0.920547,0.804311610,-2.209572478,-0.009371827,-5.478781,7,0.009205469,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,19.389,1.754754,5.256657,-43.805498,0.792073525,1.365424784,0.030626227,-5.458132,7,-0.438054981,-150.000000000,-4.507177331,manual_A_near_upright
pendulum_real_ws,BALANCE,19.441,-2.092916,2.575290,22.635335,0.786985002,-0.782107034,-0.036528276,-5.458132,7,0.226353345,16.168096093,2.667119749,manual_A_near_upright
pendulum_real_ws,BALANCE,19.492,0.791908,3.963481,7.513393,0.791794982,-1.325939474,0.013821404,-5.458132,7,-0.073996887,14.663118263,-1.024155666,manual_A_near_upright
pendulum_real_ws,BALANCE,19.544,0.577298,7.288950,-7.719918,0.814665975,2.733399601,0.010075758,-5.438238,7,-0.077199177,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,19.597,-0.798676,3.182472,34.855169,0.795983782,-1.674955613,-0.013939519,-5.438238,7,0.348551687,150.000000000,5.422585798,manual_A_near_upright
pendulum_real_ws,BALANCE,19.649,2.235259,4.672405,-10.166467,0.784863229,0.300750874,0.039012638,-5.438238,7,-0.101664667,52.763492281,-1.137959667,manual_A_near_upright
pendulum_real_ws,BALANCE,19.702,-0.422638,4.069538,4.444379,0.795564569,1.641283368,-0.007376416,-5.438238,7,0.044443785,-150.000000000,-5.218912903,manual_A_near_upright
pendulum_real_ws,BALANCE,19.755,-0.591643,1.574957,17.587940,0.808375191,-2.428791425,-0.010326115,-5.417626,7,0.175879397,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,19.806,1.608182,6.539743,-27.097624,0.787965341,0.911029775,0.028068078,-5.396753,7,-0.270976243,-111.578697062,-3.041601633,manual_A_near_upright
pendulum_real_ws,BALANCE,19.858,-2.518439,5.504489,45.386935,0.789773905,-1.156818032,-0.043955058,-5.396753,7,0.453869347,35.580713667,3.899615464,manual_A_near_upright
pendulum_real_ws,BALANCE,19.910,1.530434,8.928739,2.023843,0.785144611,-0.348061795,0.026711112,-5.377505,7,0.020238429,113.311549086,0.993597740,manual_A_near_upright
pendulum_real_ws,BALANCE,19.962,0.497075,11.470097,16.482346,0.811571227,2.587759362,0.008675602,-5.377505,7,0.164823457,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.014,-0.762304,8.525859,30.572513,0.803110988,-2.141595073,-0.013304721,-5.377505,7,0.305725127,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.066,1.237233,11.238609,-13.627282,0.784828431,-0.173142918,0.021593790,-5.357930,7,-0.136272821,75.264282891,0.456885282,manual_A_near_upright
pendulum_real_ws,BALANCE,20.118,-0.741188,14.901715,-0.207494,0.815122246,2.754772146,-0.012936162,-5.357930,7,-0.002074939,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.169,1.593134,12.820290,7.081271,0.805920162,-2.306070403,0.027805428,-5.357930,7,0.070812712,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.222,2.472441,15.530466,-37.036976,0.785197748,0.436760427,0.043152237,-5.337379,7,-0.370369764,-42.761389496,-1.591818432,manual_A_near_upright
pendulum_real_ws,BALANCE,20.273,0.021092,16.284516,5.053611,0.789148607,1.042668826,0.000368124,-5.337379,7,0.050536106,-150.000000000,-3.338196804,manual_A_near_upright
pendulum_real_ws,BALANCE,20.326,1.603694,14.940628,-8.132485,0.806149701,-2.318587892,0.027989739,-5.337379,7,-0.081324854,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.377,2.855945,19.598324,-24.020920,0.799598728,1.954872361,0.049845649,-5.337379,7,-0.240209202,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.429,-0.458899,17.756799,21.775129,0.785995409,-0.549544029,-0.008009292,-5.337379,7,0.217751294,-28.628466156,1.794582706,manual_A_near_upright
pendulum_real_ws,BALANCE,20.480,2.743646,18.098821,7.247594,0.784975582,-0.395407937,0.047885657,-5.317898,7,0.072475940,144.386930766,1.049819939,manual_A_near_upright
pendulum_real_ws,BALANCE,20.532,0.477751,21.702657,21.816687,0.817071392,2.840996008,0.008338330,-5.317898,7,0.218166870,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.584,0.441045,18.932226,36.469674,0.807275523,-2.371030838,0.007697689,-5.299430,7,0.364696736,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.636,3.456551,21.513198,-7.446168,0.788249841,1.020256415,0.060328201,-5.280290,7,-0.074461676,-81.081733928,-3.536297431,manual_A_near_upright
pendulum_real_ws,BALANCE,20.688,-0.943658,19.923774,35.116403,0.784792820,0.107284999,-0.016469941,-5.280290,7,0.351164028,-134.046761058,-0.269197266,manual_A_near_upright
pendulum_real_ws,BALANCE,20.739,2.079663,18.866076,21.304126,0.796060176,-1.696955729,0.036296961,-5.260694,7,0.213041260,150.000000000,5.266922007,manual_A_near_upright
pendulum_real_ws,BALANCE,20.791,1.993559,20.861132,7.399642,0.798774630,1.884949107,0.034794170,-5.241193,7,0.073996424,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.842,-0.863139,19.288420,46.646877,0.785418717,-0.407198444,-0.015064617,-5.223183,7,0.466468766,-49.210665472,1.370825801,manual_A_near_upright
pendulum_real_ws,BALANCE,20.894,1.896319,19.316530,31.498928,0.794764082,-1.595225841,0.033097011,-5.223183,7,0.314989284,150.000000000,4.955786139,manual_A_near_upright
pendulum_real_ws,BALANCE,20.946,2.285228,20.623992,16.469881,0.799229160,1.919715652,0.039884748,-5.205503,7,0.164698808,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,20.999,-0.679294,17.643674,38.652245,0.785159483,-0.311071316,-0.011855925,-5.205503,7,0.386522453,-40.885721114,1.048779874,manual_A_near_upright
pendulum_real_ws,BALANCE,21.051,2.054358,17.029385,22.535787,0.795831456,-1.679558306,0.035855309,-5.205503,7,0.225357869,150.000000000,5.213237689,manual_A_near_upright
pendulum_real_ws,BALANCE,21.102,1.597949,18.603544,8.422446,0.812960105,2.660484146,0.027889464,-5.185867,7,0.226129353,-150.000000000,-2.251221331,manual_A_near_upright
pendulum_real_ws,BALANCE,21.155,0.230429,11.376355,22.950375,0.811383073,-2.578092612,0.004021738,-5.185867,7,0.229503745,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.208,2.702051,12.667643,-22.030876,0.790965957,1.284740416,0.047159694,-5.167441,7,-0.220308765,-101.122913444,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.260,-2.872681,11.141067,21.099600,0.784418319,-0.166899308,-0.050137747,-5.167441,7,0.210995997,-102.518729805,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.311,0.721779,11.322094,6.923681,0.793909644,-1.511686124,0.012597424,-5.167441,7,0.069236813,150.000000000,4.780707188,manual_A_near_upright
pendulum_real_ws,BALANCE,21.364,1.175852,13.281377,-8.076523,0.809737656,2.501014142,0.020522495,-5.151068,7,-0.080765235,-150.000000000,-4.538246445,manual_A_near_upright
pendulum_real_ws,BALANCE,21.416,-0.487835,7.520241,35.399896,0.786218885,-0.598562420,-0.008514320,-5.133594,7,0.353998955,81.062570089,1.953714183,manual_A_near_upright
pendulum_real_ws,BALANCE,21.468,3.181930,6.089653,-8.838130,0.785550944,0.582215561,0.055535161,-5.133594,7,-0.088381305,68.467093449,-2.112998019,manual_A_near_upright
pendulum_real_ws,BALANCE,21.520,-0.627031,2.495664,5.736830,0.790367273,1.182240599,-0.010943763,-5.114893,7,0.057368299,-150.000000000,-3.733922982,manual_A_near_upright
pendulum_real_ws,BALANCE,21.572,-2.235779,-1.158253,20.319026,0.811528474,-2.599383998,-0.039021706,-5.114893,7,0.203190255,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.623,1.190001,2.183079,-23.855152,0.789106100,1.047703644,0.020769443,-5.114893,7,-0.238551521,-80.027743263,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.675,-2.561966,1.738286,18.608562,0.786144674,0.658956075,-0.044714741,-5.114893,7,0.186085615,-150.000000000,3.701902477,manual_A_near_upright
pendulum_real_ws,BALANCE,21.727,-0.541510,0.570383,4.479673,0.809567802,-2.489243207,-0.009451131,-5.114893,7,0.044796733,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.778,0.447831,5.540909,-10.900699,0.811962383,2.606452048,0.007816129,-5.114893,7,-0.109006987,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.830,-2.686090,3.357268,31.193898,0.788686168,-1.038906215,-0.046881109,-5.095452,7,0.311938979,60.756300684,3.535464881,manual_A_near_upright
pendulum_real_ws,BALANCE,21.882,0.815220,5.113452,-14.066024,0.786671120,-0.691165521,0.014228281,-5.095452,7,-0.140660245,150.000000000,2.147702401,manual_A_near_upright
pendulum_real_ws,BALANCE,21.934,0.501936,7.282870,-28.688799,0.805661620,2.284550159,0.008760436,-5.095452,7,-0.286887991,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,21.986,-2.178926,3.630040,13.923151,0.815363797,-2.777026964,-0.038029433,-5.076105,7,0.139231507,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.039,1.405247,8.230437,-30.463012,0.788131820,0.928686638,0.024526191,-5.057158,7,-0.304630121,-81.012016393,-3.082165104,manual_A_near_upright
pendulum_real_ws,BALANCE,22.091,-1.965363,7.669568,13.025436,0.786314244,0.660506766,-0.034302051,-5.057158,7,0.130254357,-150.000000000,3.472800790,manual_A_near_upright
pendulum_real_ws,BALANCE,22.144,0.570648,5.652580,-2.597723,0.809475936,-2.484723245,0.009959679,-5.057158,7,-0.025977229,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.196,0.086834,10.197859,-17.887942,0.813003855,2.655386304,0.001515535,-5.057158,7,-0.178879419,-150.000000000,-5.990210624,manual_A_near_upright
pendulum_real_ws,BALANCE,22.248,-2.246518,7.261530,25.081002,0.812473066,-2.644553669,-0.039209129,-5.038352,7,0.250810023,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.300,1.243834,12.032935,-18.871212,0.786792091,0.721898966,0.021709003,-5.019536,7,-0.188712123,-57.865909404,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.353,-2.619118,12.574554,26.397512,0.785982452,0.630944011,-0.045712239,-5.019536,7,0.263975119,-150.000000000,4.430575041,manual_A_near_upright
pendulum_real_ws,BALANCE,22.406,1.247436,11.648742,13.208680,0.794955678,-1.600677694,0.021771871,-5.019536,7,0.132086803,150.000000000,5.024195202,manual_A_near_upright
pendulum_real_ws,BALANCE,22.457,0.488057,14.095432,-0.714674,0.815203412,2.757609818,0.008518195,-5.000118,7,-0.007146739,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.511,-0.845747,8.439265,14.479817,0.817709628,-2.870208073,-0.014761075,-5.000118,7,0.144798173,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.562,1.289005,12.124495,-30.600779,0.787118978,0.777540492,0.022497380,-4.964628,7,-0.306007791,-79.058321726,-2.589367785,manual_A_near_upright
pendulum_real_ws,BALANCE,22.614,-1.400558,11.950942,13.132606,0.787102768,0.777816882,-0.024444342,-4.964628,7,0.131326057,-150.000000000,3.160414289,manual_A_near_upright
pendulum_real_ws,BALANCE,22.666,0.685428,9.858320,-1.960000,0.809570079,-2.489887407,0.011962976,-4.964628,7,-0.019600005,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.719,1.747093,13.638674,-16.090452,0.827800612,3.285689571,0.030492525,-4.964628,7,-0.160904525,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.771,-0.949676,8.207776,27.333950,0.791513518,-1.300713178,-0.016574974,-4.947006,7,0.273339495,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,22.824,2.327349,10.297698,-16.193708,0.785569223,0.522710154,0.040619903,-4.947006,7,-0.161937081,14.397618364,-1.855462056,manual_A_near_upright
pendulum_real_ws,BALANCE,22.875,-0.075576,8.750542,-0.623056,0.786000961,0.548019792,-0.001319044,-4.929002,7,-0.006230565,-142.567987740,-1.747727637,manual_A_near_upright
pendulum_real_ws,BALANCE,22.927,1.055245,2.719095,13.650351,0.821703560,-3.040152531,0.018417508,-4.929002,7,0.136503509,150.000000000,4.300490370,manual_A_near_upright
pendulum_real_ws,BALANCE,22.978,2.031652,3.010676,-28.535659,0.796364896,1.718397569,0.035459019,-4.910831,7,-0.285356590,-150.000000000,-5.658437806,manual_A_near_upright
pendulum_real_ws,BALANCE,23.030,-1.927708,-0.152714,13.086858,0.784683033,-0.162099993,-0.033644852,-4.910831,7,0.130868576,-67.954584428,0.670121815,manual_A_near_upright
pendulum_real_ws,BALANCE,23.082,1.018354,-1.252889,-1.726002,0.791799799,-1.328700261,0.017773623,-4.910831,7,-0.017260020,150.000000000,4.171859530,manual_A_near_upright
pendulum_real_ws,BALANCE,23.141,0.196510,0.802328,-22.726755,0.811137003,2.566091942,0.003429748,-4.910831,7,-0.227267552,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,23.197,-1.221565,-2.654228,15.585130,0.793086468,-1.447035646,-0.021320327,-4.910831,7,0.155851296,150.000000000,4.726455539,manual_A_near_upright
pendulum_real_ws,BALANCE,23.248,1.725126,0.013367,-28.275956,0.784914257,0.270236128,0.030109121,-4.910831,7,-0.282759562,43.498763514,-1.000246656,manual_A_near_upright
pendulum_real_ws,BALANCE,23.300,-0.286248,-0.340864,-12.524413,0.790251418,1.167937791,-0.004995969,-4.892530,7,-0.125244134,-150.000000000,-3.714919072,manual_A_near_upright
pendulum_real_ws,BALANCE,23.353,-0.781829,-5.343341,0.848833,0.826251719,-3.220568676,-0.013645492,-4.892530,7,0.008488332,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,23.407,0.764831,-2.736704,-44.010877,0.787705512,0.857390366,0.013348812,-4.873751,7,-0.440108768,-76.144194187,-2.803718825,manual_A_near_upright
pendulum_real_ws,BALANCE,23.458,-1.658351,-2.926480,-2.129734,0.788895789,1.032005441,-0.028943677,-4.873751,7,-0.021297340,-150.000000000,-3.172170864,manual_A_near_upright
pendulum_real_ws,BALANCE,23.510,-0.870934,-5.064068,9.907448,0.804951609,-2.247050416,-0.015200663,-4.873751,7,0.099074478,150.000000000,4.706722963,manual_A_near_upright
pendulum_real_ws,BALANCE,23.562,1.270705,-1.294080,-33.777144,0.803439678,2.164265297,0.022177988,-4.855873,7,-0.337771442,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,23.613,-1.164794,-3.555003,8.498148,0.784723894,-0.035280150,-0.020329497,-4.838458,7,0.084981476,-71.971998715,0.204379216,manual_A_near_upright
pendulum_real_ws,BALANCE,23.665,0.993826,-5.777791,-6.613718,0.806307066,-2.321965460,0.017345528,-4.838458,7,-0.066137184,150.000000000,-0.641389200,manual_A_near_upright
pendulum_real_ws,BALANCE,23.718,0.133835,-3.527848,-21.637292,0.811022370,2.560441414,0.002335859,-4.838458,7,-0.216372920,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,23.770,-1.306948,-7.644235,22.377309,0.786154041,-0.603349640,-0.022810543,-4.820518,7,0.223773094,75.979809911,2.033366294,manual_A_near_upright
pendulum_real_ws,BALANCE,23.823,2.035225,-8.711913,-22.662317,0.784593107,0.100797246,0.035521374,-4.820518,7,-0.226623174,132.418198009,-0.482397368,manual_A_near_upright
pendulum_real_ws,BALANCE,23.874,-1.927206,-10.151170,-7.679127,0.796609732,1.734336272,-0.033636089,-4.820518,7,-0.076791268,-49.212103717,0.419928858,manual_A_near_upright
pendulum_real_ws,BALANCE,23.926,-3.245660,-11.814884,7.784748,0.810314215,-2.556542572,-0.056647449,-4.803921,7,0.077847482,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,23.979,0.234322,-6.925235,-36.605034,0.786646913,0.680109359,0.004089686,-4.785897,7,-0.366050336,-44.606306569,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,24.031,-2.572449,-6.134713,-9.419705,0.791604904,1.341672297,-0.044897706,-4.785897,7,-0.094197054,-150.000000000,2.349662501,manual_A_near_upright
pendulum_real_ws,BALANCE,24.083,-1.567989,-7.497999,4.950015,0.809699055,-2.502298225,-0.027366566,-4.785897,7,0.049500150,150.000000000,2.806918333,manual_A_near_upright
pendulum_real_ws,BALANCE,24.135,0.077670,-2.821782,-39.009438,0.794160378,1.529766201,0.001355598,-4.785897,7,-0.390094376,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,24.188,-3.499359,-4.428223,5.340644,0.785821878,-0.662101800,-0.061075333,-4.785897,7,0.053406444,-4.073917024,2.393564756,manual_A_near_upright
