workspace,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_velocity_cmd_mps,cart_force_cmd_n,hinge_assist_torque_nm,external_force_n,note
lqr,21.131,3.324819,-4.175315,1.674426,0.784140769,-0.017755336,0.058029033,0.045310,7,0.016744262,1.196018740,0.000000000,0.000000,recover
lqr,21.152,3.284724,-4.180194,1.648604,0.784162210,-0.041450130,0.057329255,0.044981,7,0.016486035,1.177573951,0.000000000,0.000000,recover
lqr,21.172,3.218072,-4.149972,1.610356,0.784197827,-0.064420055,0.056165943,0.044662,7,0.016103565,1.150254614,0.000000000,0.000000,recover
lqr,21.193,3.125777,-4.085420,1.557631,0.784246164,-0.086546504,0.054555103,0.044339,7,0.015576314,1.112593850,0.000000000,0.000000,recover
lqr,21.213,3.008992,-3.987599,1.493015,0.784305320,-0.107609240,0.052516826,0.044029,7,0.014930154,1.066439537,0.000000000,0.000000,recover
lqr,21.234,2.869073,-3.857838,1.417228,0.784373110,-0.127451343,0.050074762,0.043711,7,0.014172278,1.012305571,0.000000000,0.000000,recover
lqr,21.264,2.619167,-3.606803,1.283779,0.784485709,-0.154623816,0.045713084,0.043247,7,0.012837790,0.916985036,0.000000000,0.000000,recover
lqr,21.285,2.428370,-3.404548,1.183171,0.784564331,-0.170819364,0.042383046,0.042932,7,0.011831711,0.845122218,0.000000000,0.000000,recover
lqr,21.305,2.220387,-3.176798,1.074318,0.784642802,-0.185349988,0.038753062,0.042627,7,0.010743181,0.767370084,0.000000000,0.000000,recover
lqr,21.326,1.997207,-2.925836,0.958306,0.784718635,-0.198120773,0.034857835,0.042319,7,0.009583061,0.684504392,0.000000000,0.000000,recover
lqr,21.347,1.760912,-2.654099,0.836196,0.784789506,-0.209053823,0.030733718,0.042013,7,0.008361956,0.597282583,0.000000000,0.000000,recover
lqr,21.367,1.513662,-2.364156,0.709087,0.784853323,-0.218087510,0.026418388,0.041715,7,0.007090871,0.506490817,0.000000000,0.000000,recover
lqr,21.387,1.257672,-2.058691,0.578131,0.784908288,-0.225176648,0.021950515,0.041423,7,0.005781306,0.412950411,0.000000000,0.000000,recover
lqr,21.408,0.995195,-1.740470,0.444481,0.784952949,-0.230293734,0.017369421,0.041121,7,0.004444807,0.317486200,0.000000000,0.000000,recover
lqr,21.428,0.728500,-1.412323,0.309201,0.784986237,-0.233428161,0.012714725,0.040832,7,0.003092005,0.220857528,0.000000000,0.000000,recover
lqr,21.449,0.459859,-1.077118,0.173516,0.785007480,-0.234583975,0.008026050,0.040536,7,0.001735165,0.123940348,0.000000000,0.000000,recover
lqr,21.469,0.191521,-0.737735,0.038476,0.785016427,-0.233783601,0.003342673,0.040245,7,0.001058441,0.075602900,0.000000000,0.000000,recover
lqr,21.490,-0.074301,-0.397045,-0.094803,0.785013232,-0.231063659,-0.001296790,0.039954,7,-0.000948030,-0.067716464,0.000000000,0.000000,recover
lqr,21.511,-0.335448,-0.057887,-0.225254,0.784998440,-0.226476026,-0.005854675,0.039667,7,-0.002252538,-0.160895547,0.000000000,0.000000,recover
lqr,21.531,-0.589835,0.276958,-0.351869,0.784972961,-0.220087615,-0.010294571,0.039384,7,-0.003518690,-0.251335014,0.000000000,0.000000,recover
lqr,21.552,-0.835464,0.604786,-0.473653,0.784938023,-0.211978394,-0.014581603,0.039100,7,-0.004736526,-0.338323304,0.000000000,0.000000,recover
lqr,21.572,-1.070439,0.922992,-0.589698,0.784895126,-0.202241602,-0.018682682,0.038821,7,-0.005896983,-0.421213060,0.000000000,0.000000,recover
lqr,21.592,-1.292980,1.229091,-0.699122,0.784845984,-0.190981764,-0.022566758,0.038545,7,-0.006991216,-0.499372603,0.000000000,0.000000,recover
lqr,21.613,-1.501438,1.520732,-0.801123,0.784792461,-0.178315037,-0.026205029,0.038268,7,-0.008011226,-0.572230401,0.000000000,0.000000,recover
